scope,model,label,mode,cue,initial_group,metric,reference,numerator,denominator,judgments,estimate,lower_95,upper_95,unit
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_abstention,no_cue,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_correct,no_cue,2,387,387,0.516795865633075,-0.7519269278724449,1.832460732984293,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_wrong,no_cue,-2,387,387,-0.516795865633075,-1.832460732984293,0.7519269278724446,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_abstention,no_cue,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_correct,no_cue,1,387,387,0.2583979328165375,-0.7833926111716453,1.3227513227513228,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_wrong,no_cue,-1,387,387,-0.2583979328165375,-1.3227513227513228,0.7833926111716447,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_abstention,no_cue,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_correct,no_cue,4,387,387,1.03359173126615,-0.26317525343702264,2.5843149098963036,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_wrong,no_cue,-4,387,387,-1.03359173126615,-2.5843149098963054,0.2631752534370225,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_abstention,no_cue,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_correct,lawyer,15,387,387,3.875968992248062,1.5384615384615385,6.298026336766249,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_wrong,lawyer,-15,387,387,-3.875968992248062,-6.298026336766253,-1.5384615384615385,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_abstention,lawyer,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_correct,junior_lawyer,3,387,387,0.7751937984496124,-0.5249689183588894,2.3137737524183066,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_wrong,junior_lawyer,-3,387,387,-0.7751937984496124,-2.3137737524183075,0.5249689183588891,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_abstention,junior_lawyer,0,387,387,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_correct,no_cue,-8,120,120,-6.666666666666667,-11.538461538461538,-2.6081334332833612,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_wrong,no_cue,8,120,120,6.666666666666667,2.6081334332833586,11.538461538461538,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_abstention,no_cue,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_correct,no_cue,-1,120,120,-0.8333333333333334,-2.6321611551001394,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_wrong,no_cue,1,120,120,0.8333333333333334,0.0,2.6321611551001363,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_abstention,no_cue,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_correct,no_cue,-1,120,120,-0.8333333333333334,-2.7777777777777777,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_wrong,no_cue,1,120,120,0.8333333333333334,0.0,2.7777777777777777,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_abstention,no_cue,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_correct,no_cue,-3,120,120,-2.5,-5.64516129032258,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_wrong,no_cue,3,120,120,2.5,0.0,5.64516129032258,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_abstention,no_cue,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_correct,lawyer,-7,120,120,-5.833333333333333,-10.92469800420168,-1.5744955708661432,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_wrong,lawyer,7,120,120,5.833333333333333,1.5744955708661417,10.924698004201678,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_abstention,lawyer,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_correct,junior_lawyer,-2,120,120,-1.6666666666666667,-5.173538230884557,1.6,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_wrong,junior_lawyer,2,120,120,1.6666666666666667,-1.6,5.173538230884552,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_abstention,junior_lawyer,0,120,120,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_correct,no_cue,13,125,125,10.4,5.737704918032787,15.967226890756296,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_wrong,no_cue,-15,125,125,-12.0,-18.10540752351097,-7.02988735465117,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_abstention,no_cue,2,125,125,1.6,0.0,4.132231404958678,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_correct,no_cue,5,125,125,4.0,0.8,7.6923076923076925,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_wrong,no_cue,-7,125,125,-5.6000000000000005,-9.836065573770492,-2.2388059701492535,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_abstention,no_cue,2,125,125,1.6,0.0,4.0650406504065035,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_correct,no_cue,1,125,125,0.8,0.0,2.5210084033613445,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_wrong,no_cue,-1,125,125,-0.8,-2.5210084033613445,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_abstention,no_cue,0,125,125,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_correct,no_cue,2,125,125,1.6,0.0,4.033077629163384,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_wrong,no_cue,-2,125,125,-1.6,-4.0330776291633885,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_abstention,no_cue,0,125,125,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_correct,lawyer,8,125,125,6.4,0.7564935064935066,12.844036697247708,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_wrong,lawyer,-8,125,125,-6.4,-13.533834586466165,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_abstention,lawyer,0,125,125,0.0,-3.10077519379845,3.1746031746031744,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_correct,junior_lawyer,1,125,125,0.8,-1.6670168067226891,3.7593984962406015,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_wrong,junior_lawyer,-1,125,125,-0.8,-3.7593984962406015,1.6670168067226871,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_abstention,junior_lawyer,0,125,125,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_correct,no_cue,-2,43,43,-4.651162790697675,-14.285714285714285,4.5480972515856095,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_wrong,no_cue,2,43,43,4.651162790697675,-4.548097251585624,14.285714285714285,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_abstention,no_cue,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,wrong,final_correct,no_cue,-2,43,43,-4.651162790697675,-11.768207282913163,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,wrong,final_wrong,no_cue,2,43,43,4.651162790697675,0.0,11.768207282913146,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,wrong,final_abstention,no_cue,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,wrong,final_correct,no_cue,-3,43,43,-6.976744186046512,-15.625,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,wrong,final_wrong,no_cue,3,43,43,6.976744186046512,0.0,15.625,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,wrong,final_abstention,no_cue,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_correct,no_cue,-1,43,43,-2.3255813953488373,-7.8431372549019605,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_wrong,no_cue,1,43,43,2.3255813953488373,0.0,7.8431372549019605,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_abstention,no_cue,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_correct,lawyer,0,43,43,0.0,-9.090909090909092,9.61693548387096,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_wrong,lawyer,0,43,43,0.0,-9.61693548387097,9.090909090909092,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,wrong,final_abstention,lawyer,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_correct,junior_lawyer,2,43,43,4.651162790697675,-4.761904761904762,14.285714285714285,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_wrong,junior_lawyer,-2,43,43,-4.651162790697675,-14.285714285714285,4.761904761904762,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,wrong,final_abstention,junior_lawyer,0,43,43,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_correct,no_cue,29,615,615,4.715447154471545,2.7867712162270935,6.69883210786187,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_wrong,no_cue,-29,615,615,-4.715447154471545,-6.698832107861871,-2.786771216227094,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_abstention,no_cue,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,correct,final_correct,no_cue,2,615,615,0.3252032520325203,-0.94495652498414,1.5025669873423373,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,correct,final_wrong,no_cue,-2,615,615,-0.3252032520325203,-1.5025669873423375,0.9449565249841396,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,correct,final_abstention,no_cue,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,correct,final_correct,no_cue,9,615,615,1.4634146341463417,0.0,2.9080336276800973,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,correct,final_wrong,no_cue,-9,615,615,-1.4634146341463417,-2.9080336276800978,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,correct,final_abstention,no_cue,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_correct,no_cue,10,615,615,1.6260162601626018,0.16153788121196985,3.1900478468899505,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_wrong,no_cue,-10,615,615,-1.6260162601626018,-3.190047846889952,-0.16153788121196994,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_abstention,no_cue,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_correct,lawyer,27,615,615,4.390243902439024,2.555176379952039,6.467782446988358,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_wrong,lawyer,-27,615,615,-4.390243902439024,-6.467782446988359,-2.5551763799520404,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,correct,final_abstention,lawyer,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_correct,junior_lawyer,1,615,615,0.16260162601626016,-1.4851485148514851,1.8064632817961586,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_wrong,junior_lawyer,-1,615,615,-0.16260162601626016,-1.8064632817961597,1.4851485148514851,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,correct,final_abstention,junior_lawyer,0,615,615,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_correct,no_cue,-12,202,202,-5.9405940594059405,-9.677830809743252,-2.450980392156863,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_wrong,no_cue,11,202,202,5.445544554455446,2.0510204081632653,9.134821428571426,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_abstention,no_cue,1,202,202,0.49504950495049505,0.0,1.5706806282722512,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,wrong,final_correct,no_cue,0,202,202,0.0,-2.4271844660194173,2.3402255639097684,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,wrong,final_wrong,no_cue,0,202,202,0.0,-2.340225563909774,2.4271844660194173,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,lawyer,wrong,final_abstention,no_cue,0,202,202,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,wrong,final_correct,no_cue,-5,202,202,-2.4752475247524752,-6.191154700222058,0.5319860052338146,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,wrong,final_wrong,no_cue,5,202,202,2.4752475247524752,-0.531986005233815,6.191154700222055,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,junior_lawyer,wrong,final_abstention,no_cue,0,202,202,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_correct,no_cue,1,202,202,0.49504950495049505,-2.326683566626254,3.3662014563106752,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_wrong,no_cue,-1,202,202,-0.49504950495049505,-3.3662014563106797,2.3266835666262478,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_abstention,no_cue,0,202,202,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_correct,lawyer,-12,202,202,-5.9405940594059405,-9.844924469094359,-2.0403009688724003,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_wrong,lawyer,11,202,202,5.445544554455446,1.6216216216216217,9.327254396487909,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,ai_safety_researcher,wrong,final_abstention,lawyer,1,202,202,0.49504950495049505,0.0,1.5706806282722512,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_correct,junior_lawyer,6,202,202,2.9702970297029703,-0.4808859223300971,6.349206349206349,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_wrong,junior_lawyer,-6,202,202,-2.9702970297029703,-6.349206349206349,0.48088592233009647,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,senior_lawyer,wrong,final_abstention,junior_lawyer,0,202,202,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_correct,no_cue,10,259,259,3.861003861003861,-1.9085797432072769,9.541984732824428,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_wrong,no_cue,-7,259,259,-2.7027027027027026,-8.696063899868248,3.448607427055701,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_abstention,no_cue,-3,259,259,-1.1583011583011582,-2.941176470588235,0.39370078740157477,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,correct,final_correct,no_cue,-1,259,259,-0.3861003861003861,-5.073389400190416,4.781724952043673,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,correct,final_wrong,no_cue,3,259,259,1.1583011583011582,-4.511278195488721,6.478624722726351,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,correct,final_abstention,no_cue,-2,259,259,-0.7722007722007722,-3.076923076923077,1.250322982688098,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,correct,final_correct,no_cue,3,259,259,1.1583011583011582,-4.033682096174601,6.641276041666663,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,correct,final_wrong,no_cue,0,259,259,0.0,-6.0,5.597014925373134,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,correct,final_abstention,no_cue,-3,259,259,-1.1583011583011582,-3.2520325203252036,0.7752692064066596,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_correct,no_cue,2,259,259,0.7722007722007722,-4.400294117647058,5.882931912922646,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_wrong,no_cue,3,259,259,1.1583011583011582,-4.13651762486063,6.774040202825057,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_abstention,no_cue,-5,259,259,-1.9305019305019304,-3.760110503531556,-0.38906735438723516,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_correct,lawyer,11,259,259,4.247104247104247,-1.5267175572519083,9.653444973212409,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_wrong,lawyer,-10,259,259,-3.861003861003861,-9.691576857629043,1.9455252918287937,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,correct,final_abstention,lawyer,-1,259,259,-0.3861003861003861,-2.2062908496732025,1.1905947638019345,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_correct,junior_lawyer,-1,259,259,-0.3861003861003861,-5.42688444484662,4.780876494023905,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_wrong,junior_lawyer,3,259,259,1.1583011583011582,-4.104861926323439,6.374501992031872,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,correct,final_abstention,junior_lawyer,-2,259,259,-0.7722007722007722,-1.9686984532071832,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_correct,no_cue,-6,95,95,-6.315789473684211,-17.52718930553982,4.2105263157894735,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_wrong,no_cue,6,95,95,6.315789473684211,-4.123711340206185,17.309782608695638,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_abstention,no_cue,0,95,95,0.0,-3.1578947368421053,3.0927835051546393,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,wrong,final_correct,no_cue,-6,95,95,-6.315789473684211,-16.483799705449186,4.2105263157894735,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,wrong,final_wrong,no_cue,7,95,95,7.368421052631578,-2.916336437487616,17.525773195876287,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,lawyer,wrong,final_abstention,no_cue,-1,95,95,-1.0526315789473684,-3.7037037037037033,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,wrong,final_correct,no_cue,0,95,95,0.0,-9.090909090909092,9.47493734335839,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,wrong,final_wrong,no_cue,0,95,95,0.0,-8.912837913004783,8.739197695508368,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,junior_lawyer,wrong,final_abstention,no_cue,0,95,95,0.0,-3.1578947368421053,3.158734602463601,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_correct,no_cue,1,95,95,1.0526315789473684,-7.920792079207921,9.785296225513601,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_wrong,no_cue,-2,95,95,-2.1052631578947367,-10.478708791208792,6.523169336384432,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_abstention,no_cue,1,95,95,1.0526315789473684,-2.353641456582633,4.761904761904762,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_correct,lawyer,0,95,95,0.0,-9.375,8.696707471506958,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_wrong,lawyer,-1,95,95,-1.0526315789473684,-9.412319644839068,8.140128144280965,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,ai_safety_researcher,wrong,final_abstention,lawyer,1,95,95,1.0526315789473684,0.0,3.488372093023256,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_correct,junior_lawyer,1,95,95,1.0526315789473684,-9.411764705882353,11.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_wrong,junior_lawyer,-2,95,95,-2.1052631578947367,-11.11111111111111,7.59493670886076,percentage_points
five_roles_matched,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,senior_lawyer,wrong,final_abstention,junior_lawyer,1,95,95,1.0526315789473684,-2.4096385542168677,4.718104222821198,percentage_points
five_roles_matched,qwen/qwen3-235b-a22b,Qwen3-235B,static,ai_safety_researcher,correct,final_correct,no_cue,0,618,618,0.0,-0.966183574879227,0.8169934640522877,percentage_points
