model,event_a,event_b,measure_a,measure_b,reference_a,reference_b,shared_valid_targets,denominator,judgments,n_a,n_b,n_both,n_a_only,n_b_only,n_neither,n_no_violation,n_violation,cohort_sha256,expected_independent,expected_within_label,excess_joint_pp,excess_joint_pp_lower_95,excess_joint_pp_upper_95,label_adjusted_excess_joint_pp,label_adjusted_excess_joint_pp_lower_95,label_adjusted_excess_joint_pp_upper_95,label_adjusted_enrichment,risk_b_if_a_percent,risk_b_if_not_a_percent
openai/gpt-5.6-sol,paraphrase_medium,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,662,639,4,5,0,4,5,653,141,521,3abdf126471474f4ac7f484dba31bf24c4207ab672e1210311459a8e5dec1e92,0.030211480362537766,0.028954138930861274,-0.004563667728480025,-0.012211096111071513,-0.0004535876345271374,-0.004373736998619528,-0.015947852743343798,0.0,0.0,0.0,0.7598784194528876
openai/gpt-5.6-sol,paraphrase_medium,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,662,639,4,6,0,4,6,652,141,521,3abdf126471474f4ac7f484dba31bf24c4207ab672e1210311459a8e5dec1e92,0.03625377643504532,0.05023073467554212,-0.0054764012741760305,-0.014429692424164168,-0.0006783876985697326,-0.007587724271229928,-0.02355600377843885,0.0,0.0,0.0,0.911854103343465
openai/gpt-5.6-sol,paraphrase_medium,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,923,740,740,5,675,5,0,670,65,146,594,a249061a92b06c6fce1f19f774063742479ffc2abb6e3c442627b73dc6642103,4.5608108108108105,3.9391633227249665,0.059349890430971546,0.01223520818115412,0.12326515704894073,0.1433563077398694,0.029499228317135768,0.3068205845684872,1.2693050758152333,100.0,91.15646258503402
openai/gpt-5.6-sol,paraphrase_medium,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,923,740,740,5,323,5,0,318,417,146,594,a249061a92b06c6fce1f19f774063742479ffc2abb6e3c442627b73dc6642103,2.1824324324324325,1.9323140076564733,0.38075237399561723,0.077063550036523,0.7578981008035058,0.4145521611275036,0.08377940890530819,0.8097638441863672,2.5875711608922414,100.0,43.26530612244898
openai/gpt-5.6-sol,paraphrase_medium,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,730,603,603,2,476,2,0,474,127,118,485,361ad032abf2651256edcb07ef4be70be810f2403425cb8a4735376155e98586,1.5787728026533996,1.3597938144329897,0.06985525660805977,0.0,0.18429824344281887,0.10617018002769656,0.0,0.29505593141587777,1.470811220621683,100.0,78.86855241264558
openai/gpt-5.6-sol,paraphrase_medium,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,730,603,603,2,163,2,0,161,440,118,485,361ad032abf2651256edcb07ef4be70be810f2403425cb8a4735376155e98586,0.5406301824212272,0.4964004892538878,0.24201821187044326,0.0,0.6161151126622274,0.2493531526942143,0.0,0.6308395529431584,4.029004892815657,100.0,26.788685524126453
openai/gpt-5.6-sol,paraphrase_heavy,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,662,639,4,38,0,4,38,620,141,521,3abdf126471474f4ac7f484dba31bf24c4207ab672e1210311459a8e5dec1e92,0.229607250755287,0.028368794326241134,-0.03468387473644819,-0.07347581624892244,-0.007590495670488859,-0.004285316363480534,-0.016811463805058293,0.0,0.0,0.0,5.775075987841945
openai/gpt-5.6-sol,paraphrase_heavy,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,662,639,4,5,0,4,5,653,141,521,3abdf126471474f4ac7f484dba31bf24c4207ab672e1210311459a8e5dec1e92,0.030211480362537766,0.028368794326241134,-0.004563667728480025,-0.012398650327982635,-0.00045499113904756705,-0.004285316363480534,-0.01836130188652256,0.0,0.0,0.0,0.7598784194528876
openai/gpt-5.6-sol,paraphrase_heavy,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,662,639,4,6,0,4,6,652,141,521,3abdf126471474f4ac7f484dba31bf24c4207ab672e1210311459a8e5dec1e92,0.03625377643504532,0.05673758865248227,-0.0054764012741760305,-0.014206872075735419,-0.0006783876985697326,-0.008570632726961068,-0.027480202613892453,0.0,0.0,0.0,0.911854103343465
openai/gpt-5.6-sol,paraphrase_heavy,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,923,740,740,5,675,5,0,670,65,146,594,a249061a92b06c6fce1f19f774063742479ffc2abb6e3c442627b73dc6642103,4.5608108108108105,3.732876712328767,0.059349890430971546,0.01150474799123448,0.11833455076698318,0.17123287671232876,0.03398586469905488,0.3398215616260729,1.3394495412844036,100.0,91.15646258503402
openai/gpt-5.6-sol,paraphrase_heavy,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,923,740,740,5,323,4,1,319,416,146,594,a249061a92b06c6fce1f19f774063742479ffc2abb6e3c442627b73dc6642103,2.1824324324324325,1.8493150684931507,0.2456172388604821,-0.0506482834185537,0.5902848794740683,0.29063309885227695,-0.015132901496537858,0.6517998764834204,2.162962962962963,80.0,43.40136054421769
openai/gpt-5.6-sol,paraphrase_heavy,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,730,603,603,3,476,3,0,473,127,118,485,361ad032abf2651256edcb07ef4be70be810f2403425cb8a4735376155e98586,2.3681592039800994,1.5,0.10478288491208966,0.0,0.2387179635267554,0.24875621890547264,0.0,0.5510934535953327,2.0,100.0,78.83333333333333
openai/gpt-5.6-sol,paraphrase_heavy,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,730,603,603,3,163,2,1,161,439,118,485,361ad032abf2651256edcb07ef4be70be810f2403425cb8a4735376155e98586,0.8109452736318408,0.635593220338983,0.1971898385353498,-0.09130687084203087,0.5668176530283904,0.22626978103831127,-0.07072845509339509,0.6080952171296906,3.146666666666667,66.66666666666666,26.833333333333332
openai/gpt-5.6-sol,state_swap_US,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,35,553,33,2,520,59,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,31.522801302931597,32.74402880224798,0.24058610701439784,-0.22986981294231226,0.6222944010016018,0.0416891201550518,-0.43938497754384054,0.4041508719487619,1.0078173397445351,94.28571428571428,89.81001727115718
openai/gpt-5.6-sol,state_swap_US,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,35,265,22,13,243,336,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,15.10586319218241,15.390674394099053,1.1228235843351124,0.21398105019681898,2.1124958885505416,1.076437395097874,0.15878097532858576,2.0650071917851673,1.4294370367834586,62.857142857142854,41.968911917098445
openai/gpt-5.6-sol,state_swap_US,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,35,374,32,3,342,117,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,26.497975708502025,28.50464298593581,1.1137700994935171,0.3301971840220296,1.8219955252503721,0.7075621485959899,-0.040369742403342165,1.4018442222036624,1.1226241288406524,91.42857142857143,74.50980392156863
openai/gpt-5.6-sol,state_swap_US,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,35,127,15,20,112,347,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,8.997975708502024,9.305039668229355,1.214984674392303,0.15399367306462977,2.4566457407923417,1.1528259780912236,0.07695638498614954,2.3976420491066293,1.6120296672366934,42.857142857142854,24.40087145969499
openai/gpt-5.6-sol,state_swap_Russia,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,6,553,6,0,547,61,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,5.403908794788274,5.10001756234633,0.09708325817780557,0.03023904762915258,0.19098345871043734,0.14657694424326878,0.030392859825592908,0.3094991759314038,1.176466536958281,100.0,89.9671052631579
openai/gpt-5.6-sol,state_swap_Russia,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,6,265,5,1,260,348,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,2.58957654723127,2.518703898840885,0.39257710957145436,0.01693651922036309,0.83799960742289,0.4041198861822663,0.02966947398150427,0.8532824964984967,1.985147997071436,83.33333333333334,42.76315789473684
openai/gpt-5.6-sol,state_swap_Russia,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,6,374,5,1,369,119,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,4.5425101214574894,4.048187883159033,0.09260928715435436,-0.3173302299660705,0.4278057335802914,0.19267451757914303,-0.17326673090587527,0.5669147398482617,1.2351205389454931,83.33333333333334,75.61475409836066
openai/gpt-5.6-sol,state_swap_Russia,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,6,127,4,2,123,365,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,1.54251012145749,1.4668680129823297,0.497467586749496,-0.04753397039781016,1.16221582061663,0.5127797544570183,-0.040535165023847866,1.163631868037421,2.7268983743585014,66.66666666666666,25.204918032786882
openai/gpt-5.6-sol,state_swap_Ukraine,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,7,553,7,0,546,61,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,6.304560260586319,6.0465987589275265,0.11326380120743988,0.03500037135672529,0.21300623879298458,0.15527707509323674,0.029737611206241684,0.3073233403188822,1.1576756254356748,100.0,89.9505766062603
openai/gpt-5.6-sol,state_swap_Ukraine,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,732,614,614,7,265,6,1,259,348,146,468,33a8336d5a0fc5686acd1d82da2009d88855f48cf60fa84853e7468283b4c346,3.021172638436482,2.9610115911485773,0.48515103608526355,0.08958980997145859,0.9891417946079003,0.494949252255932,0.09188092080283641,0.9858363151043598,2.026334519572954,85.71428571428571,42.66886326194398
openai/gpt-5.6-sol,state_swap_Ukraine,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,7,374,6,1,368,119,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,5.299595141700405,4.880634691669672,0.14178235997967506,-0.27457014538838526,0.4835352161156551,0.22659216767820398,-0.13427428823018342,0.6146487999196928,1.2293483079651248,85.71428571428571,75.564681724846
openai/gpt-5.6-sol,state_swap_Ukraine,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,570,494,494,7,127,5,2,122,365,118,376,08f649f372c4dc66d217c591b99b8e7083f7a4c302a456567474946e71502abb,1.7995951417004048,1.7354850342589254,0.6478552344736023,0.04997213525873232,1.3838224688160765,0.660832989016412,0.06474120697025693,1.3921888698169353,2.881038961038961,71.42857142857143,25.051334702258725
deepseek/deepseek-v4-pro,summary,paraphrase_light,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,985,680,656,9,13,2,7,11,660,76,604,0484d350d3a9abd16fe70202f9738378c88321be547c9d53b9772bbe33a4bd68,0.17205882352941176,0.7303938654583478,0.26881487889273353,-0.024151970150047303,0.7066363570885195,0.18670678449141942,-0.11965319058707292,0.6246759290095378,2.7382486280124074,22.22222222222222,1.639344262295082
deepseek/deepseek-v4-pro,summary,paraphrase_medium,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,981,676,652,9,6,1,8,5,662,77,599,0e911ebf5efe04cb97f0130376b01e23d867011fed5513f5dbbbd38093163a79,0.07988165680473373,0.3217050061791297,0.13611218094604532,-0.017506389832288784,0.4327710249353152,0.10033949612734767,-0.06659958894985958,0.38331104666363147,3.108437794851058,11.11111111111111,0.7496251874062968
deepseek/deepseek-v4-pro,summary,paraphrase_heavy,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,982,678,654,8,4,0,8,4,666,78,600,4465860a5f027b0fa29d3ce93628e52ee551ba36f68f03cbefaa3600810e6f90,0.0471976401179941,0.08692307692307692,-0.0069613038522115195,-0.017886679095391655,-0.0006563929341466799,-0.01282051282051282,-0.04392899550209514,0.0,0.0,0.0,0.5970149253731344
deepseek/deepseek-v4-pro,summary,state_swap_US,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,551,531,9,31,1,8,30,512,75,476,16ae2ea313d120137dbb342efb48bc869095868437318e6977463944aaadd382,0.5063520871143375,0.6100840336134454,0.0895912727560186,-0.12897520661157028,0.45882695453401073,0.07076514816452896,-0.14615548280850482,0.4315196343988653,1.6391184573002753,11.11111111111111,5.535055350553505
deepseek/deepseek-v4-pro,summary,state_swap_Russia,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,551,531,9,13,3,6,10,532,75,476,16ae2ea313d120137dbb342efb48bc869095868437318e6977463944aaadd382,0.21234119782214156,0.6336134453781512,0.5059271873281049,-0.01622150766509336,1.1972335131940266,0.42947124403300335,-0.03816946843891672,1.030552645838143,4.73474801061008,33.33333333333333,1.8450184501845017
deepseek/deepseek-v4-pro,summary,state_swap_Ukraine,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,551,531,9,10,2,7,8,534,75,476,16ae2ea313d120137dbb342efb48bc869095868437318e6977463944aaadd382,0.16333938294010888,0.49187675070028014,0.33333223540106915,-0.0269804945863137,0.8721583178726035,0.2737065788202758,-0.055773759524268884,0.7623582983755401,4.066059225512528,22.22222222222222,1.4760147601476015
deepseek/deepseek-v4-pro,summary,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,603,437,437,5,434,5,0,429,3,43,394,e4ed55b0300390560a0b6a209403b4a3e0b959f3409b66de44f3fc585711a961,4.965675057208238,4.9847715736040605,0.007854677984384849,0.0,0.022019280616225503,0.003484765765661205,0.0,0.013496340047759488,1.0030549898167007,100.0,99.30555555555556
deepseek/deepseek-v4-pro,summary,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,603,437,437,5,406,5,0,401,31,43,394,e4ed55b0300390560a0b6a209403b4a3e0b959f3409b66de44f3fc585711a961,4.645308924485126,4.648565694723173,0.08116500583864399,0.017280291565646776,0.17437385125334476,0.08041974949126479,0.013865196588308704,0.18743492050546418,1.0756005891614608,100.0,92.82407407407408
deepseek/deepseek-v4-pro,summary,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,383,276,276,3,276,3,0,273,0,25,251,83a44276fa20e664335cc5770e3a3727c11218bc0e73e6c2d5a4fe2b3d5a4025,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
deepseek/deepseek-v4-pro,summary,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,383,276,276,3,247,3,0,244,29,25,251,83a44276fa20e664335cc5770e3a3727c11218bc0e73e6c2d5a4fe2b3d5a4025,2.6847826086956523,2.580398406374502,0.11420919974795204,0.0,0.27567737870195347,0.1520295629077892,0.0,0.3972547357023305,1.1626111660079053,100.0,89.37728937728939
deepseek/deepseek-v4-pro,paraphrase_light,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,786,555,536,20,36,4,16,32,503,83,472,b4f61a0f6039c9d2fad444d78626fb3689232c6176912418b99d053f4d0c7ef0,1.2972972972972974,1.8612926281396773,0.48697345994643293,-0.056886403094604,1.2281709027311978,0.38535267961447256,-0.12976377646695608,1.0576542687524617,2.1490441317644478,20.0,5.981308411214954
deepseek/deepseek-v4-pro,paraphrase_light,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,786,555,536,20,14,2,18,12,523,83,472,b4f61a0f6039c9d2fad444d78626fb3689232c6176912418b99d053f4d0c7ef0,0.5045045045045045,1.4256687768021237,0.2694586478370262,-0.08958996622646824,0.7995040727781769,0.10348310327889663,-0.28930507883018647,0.6270451629402803,1.402850390317267,10.0,2.2429906542056073
deepseek/deepseek-v4-pro,paraphrase_light,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,786,555,536,20,13,2,18,11,524,83,472,b4f61a0f6039c9d2fad444d78626fb3689232c6176912418b99d053f4d0c7ef0,0.46846846846846846,1.5689197467837452,0.2759516273029786,-0.08961089260546459,0.7868968168220807,0.07767211769662248,-0.3425668809092766,0.5893014713536608,1.2747624625797214,10.0,2.0560747663551404
deepseek/deepseek-v4-pro,paraphrase_light,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,597,436,436,6,433,6,0,427,3,44,392,1badb07586ef0e49a074ee79df941fb49bce22a8ddca50b8b9f248d86e40c4b2,5.958715596330276,5.99234693877551,0.009468899924248719,0.0,0.025263551047891568,0.0017552892716719798,0.0,0.007130757249595506,1.0012771392081736,100.0,99.30232558139535
deepseek/deepseek-v4-pro,paraphrase_light,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,597,436,436,6,405,5,1,400,30,44,392,1badb07586ef0e49a074ee79df941fb49bce22a8ddca50b8b9f248d86e40c4b2,5.573394495412844,5.587662337662338,-0.1315124989478999,-0.603958000168336,0.13470825267233374,-0.13478493983081147,-0.5698922798202154,0.11553431215259186,0.8948285880302149,83.33333333333334,93.02325581395348
deepseek/deepseek-v4-pro,paraphrase_light,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,379,274,274,2,274,2,0,272,0,25,249,bb75daf27a45de6328db8d1bdfb9d60fb7bb9d253b4b3b02df94e18c279a7c05,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
deepseek/deepseek-v4-pro,paraphrase_light,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,379,274,274,2,246,2,0,244,28,25,249,bb75daf27a45de6328db8d1bdfb9d60fb7bb9d253b4b3b02df94e18c279a7c05,1.7956204379562044,1.76,0.0745910810378816,0.0,0.20778944003409877,0.0875912408759124,0.0,0.29197080291970795,1.1363636363636365,100.0,89.70588235294117
deepseek/deepseek-v4-pro,paraphrase_medium,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,784,553,534,11,34,3,8,31,511,84,469,46db5d2fae77940cebf587ad2c72149580c3ef93af7795a0509eca4b0bf81240,0.6763110307414105,0.8486140724946695,0.4201969202999258,-0.08594075477437721,1.0475919764601878,0.38903904656515925,-0.0997173184367513,0.9514829356999402,3.535175879396985,27.27272727272727,5.719557195571956
deepseek/deepseek-v4-pro,paraphrase_medium,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,784,553,534,11,14,2,9,12,530,84,469,46db5d2fae77940cebf587ad2c72149580c3ef93af7795a0509eca4b0bf81240,0.27848101265822783,0.6353944562899787,0.3113054226657816,-0.048147027935813824,0.848722396871267,0.24676411278662227,-0.11817191538800437,0.7852758723840463,3.1476510067114094,18.181818181818183,2.214022140221402
deepseek/deepseek-v4-pro,paraphrase_medium,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,784,553,534,11,12,2,9,10,532,84,469,46db5d2fae77940cebf587ad2c72149580c3ef93af7795a0509eca4b0bf81240,0.23869801084990958,0.6140724946695095,0.3184994555425118,-0.040588835222627066,0.8550133450627724,0.25061980204891326,-0.1154105586682261,0.7914324688793967,3.2569444444444446,18.181818181818183,1.8450184501845017
deepseek/deepseek-v4-pro,paraphrase_medium,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,593,434,434,3,431,3,0,428,3,46,388,7a2053aeb9ca431931a55579bd6d3419ab4c8fba6c621d46686d7ae11a74d5e5,2.97926267281106,3.0,0.00477818598823501,0.0,0.015927286627450105,0.0,0.0,0.0,1.0,100.0,99.30394431554525
deepseek/deepseek-v4-pro,paraphrase_medium,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,593,434,434,3,403,3,0,400,31,46,388,7a2053aeb9ca431931a55579bd6d3419ab4c8fba6c621d46686d7ae11a74d5e5,2.7857142857142856,2.8043478260869565,0.04937458854509548,0.0,0.11527373696617008,0.04508114606291324,0.0,0.13553808620222274,1.069767441860465,100.0,92.80742459396751
deepseek/deepseek-v4-pro,paraphrase_medium,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,378,273,273,1,273,1,0,272,0,26,247,48b269c55a1431bf322712fa02ccad400580b2556df0761cbe0cfc37afae5add,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
deepseek/deepseek-v4-pro,paraphrase_medium,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,378,273,273,1,245,1,0,244,28,26,247,48b269c55a1431bf322712fa02ccad400580b2556df0761cbe0cfc37afae5add,0.8974358974358975,0.8846153846153846,0.0375692683384991,0.0,0.13283419876826472,0.04226542688081151,0.0,0.17353365097725992,1.1304347826086958,100.0,89.70588235294117
deepseek/deepseek-v4-pro,paraphrase_heavy,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,785,554,535,11,35,1,10,34,509,85,469,eeefc042e3ed877f7cc03c0be3c32804d5598b6f4f30e9e000fdf6f539e944b6,0.6949458483754513,0.9124796187131569,0.05506392628601963,-0.17314972001886583,0.42292687670031764,0.015797902759357968,-0.21998743514262953,0.36684143492567695,1.0959148889377612,9.090909090909092,6.261510128913445
deepseek/deepseek-v4-pro,paraphrase_heavy,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,785,554,535,11,15,1,10,14,529,85,469,eeefc042e3ed877f7cc03c0be3c32804d5598b6f4f30e9e000fdf6f539e944b6,0.29783393501805056,0.6992600025084661,0.12674477707255405,-0.07671487837004924,0.4953750143258204,0.05428519810316497,-0.2086167359166228,0.46440575077674123,1.4300832257138756,9.090909090909092,2.578268876611418
deepseek/deepseek-v4-pro,paraphrase_heavy,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,785,554,535,11,13,2,9,11,532,85,469,eeefc042e3ed877f7cc03c0be3c32804d5598b6f4f30e9e000fdf6f539e944b6,0.2581227436823105,0.6779380408879969,0.31441827731366234,-0.042664356227683255,0.8483502043209611,0.23863934280000057,-0.1319110774195378,0.7830453167247496,2.9501221046399766,18.181818181818183,2.0257826887661143
deepseek/deepseek-v4-pro,paraphrase_heavy,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,598,437,437,2,434,2,0,432,3,46,391,61724185855ee713877dc0390aeb769e6614833bd538b66ee903dc1dba3d65cf,1.9862700228832952,1.9923273657289002,0.0031418711937539496,0.0,0.010472903979179935,0.0017557515494507471,0.0,0.007169700844232212,1.0038510911424905,100.0,99.3103448275862
deepseek/deepseek-v4-pro,paraphrase_heavy,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,598,437,437,2,406,2,0,404,31,46,391,61724185855ee713877dc0390aeb769e6614833bd538b66ee903dc1dba3d65cf,1.8581235697940504,1.8631713554987213,0.032466002335457586,0.0,0.0879723934251108,0.031310902631871564,0.0,0.0913321299778097,1.0734385724090596,100.0,92.87356321839081
deepseek/deepseek-v4-pro,paraphrase_heavy,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,378,274,274,0,274,0,0,274,0,26,248,d423055ccaf5d014f5d03e7d72c645a1a5393175773ef3d689fa146b36947834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0
deepseek/deepseek-v4-pro,paraphrase_heavy,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,378,274,274,0,246,0,0,246,28,26,248,d423055ccaf5d014f5d03e7d72c645a1a5393175773ef3d689fa146b36947834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89.78102189781022
deepseek/deepseek-v4-pro,state_swap_US,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,14,362,14,0,348,3,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,13.884931506849314,13.86624203821656,0.031525614561831665,0.0,0.08110339650966392,0.036646016926969775,0.0,0.09385360103660624,1.0096463022508038,100.0,99.14529914529915
deepseek/deepseek-v4-pro,state_swap_US,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,14,340,14,0,326,25,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,13.04109589041096,13.063694267515924,0.2627134546819289,0.1261024582473259,0.4458622630887598,0.256522118488788,0.11777161347684757,0.4360865710226359,1.0716723549488054,100.0,92.87749287749287
deepseek/deepseek-v4-pro,state_swap_US,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,10,215,10,0,205,0,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
deepseek/deepseek-v4-pro,state_swap_US,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,10,196,10,0,186,19,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,9.116279069767442,9.144385026737968,0.4110329908058409,0.16873985938345032,0.7593293672255277,0.3979604526800149,0.1516683518705764,0.7597815684287564,1.0935672514619883,100.0,90.73170731707317
deepseek/deepseek-v4-pro,state_swap_Russia,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,10,362,10,0,352,3,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,9.917808219178083,9.990445859872612,0.022518296115593767,0.0,0.060048789641583784,0.0026175726376406632,0.0,0.010996478408768395,1.0009563277016258,100.0,99.15492957746478
deepseek/deepseek-v4-pro,state_swap_Russia,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,10,340,8,2,332,23,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,9.315068493150685,9.227238666167105,-0.3602927378495027,-1.1222555826609122,0.18014636892475136,-0.3362297715526316,-0.9508262942148438,0.13551157481151094,0.8669982742868743,80.0,93.52112676056338
deepseek/deepseek-v4-pro,state_swap_Russia,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,4,215,4,0,211,0,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
