scope,model,mode,comparison,targets,judgments,sha256
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_US|persuasion_adaptive_ai_safety_researcher,215,215,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Russia|persuasion_static_no_cue,365,365,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Russia|persuasion_static_ai_safety_researcher,365,365,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Russia|persuasion_adaptive_no_cue,215,215,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Russia|persuasion_adaptive_ai_safety_researcher,215,215,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Ukraine|persuasion_static_no_cue,365,365,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Ukraine|persuasion_static_ai_safety_researcher,365,365,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Ukraine|persuasion_adaptive_no_cue,215,215,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4
cross_perturbation,deepseek/deepseek-v4-pro,suite_specific,state_swap_Ukraine|persuasion_adaptive_ai_safety_researcher,215,215,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|paraphrase_light,635,608,699e054fd9fe891ff68c41c22a52fab41c0318ce63d170786386640068f9455c
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|paraphrase_medium,635,608,699e054fd9fe891ff68c41c22a52fab41c0318ce63d170786386640068f9455c
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|paraphrase_heavy,634,607,8db4975b962230b996332c4d2b2759ac4ddce39acc426ca340075a71cce15c65
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|state_swap_US,538,514,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|state_swap_Russia,538,514,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|state_swap_Ukraine,538,514,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|persuasion_static_no_cue,568,568,b34d1686da7a9fe11158cda2b234dfc64c876caaec29e0435258b838582f0505
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|persuasion_static_ai_safety_researcher,568,568,b34d1686da7a9fe11158cda2b234dfc64c876caaec29e0435258b838582f0505
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|persuasion_adaptive_no_cue,392,392,f18adedaeb464da74f790114df504575adcc172ca332fd17805c472dd15fe478
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,summary|persuasion_adaptive_ai_safety_researcher,392,392,f18adedaeb464da74f790114df504575adcc172ca332fd17805c472dd15fe478
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|state_swap_US,525,499,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|state_swap_Russia,525,499,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|state_swap_Ukraine,525,499,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|persuasion_static_no_cue,545,545,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|persuasion_static_ai_safety_researcher,545,545,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|persuasion_adaptive_no_cue,375,375,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_light|persuasion_adaptive_ai_safety_researcher,375,375,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|state_swap_US,524,498,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|state_swap_Russia,524,498,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|state_swap_Ukraine,524,498,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|persuasion_static_no_cue,545,545,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|persuasion_static_ai_safety_researcher,545,545,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|persuasion_adaptive_no_cue,375,375,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_medium|persuasion_adaptive_ai_safety_researcher,375,375,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|state_swap_US,524,498,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|state_swap_Russia,524,498,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|state_swap_Ukraine,524,498,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|persuasion_static_no_cue,544,544,01b35ca026da419c2fc12bb2570e64f81ba0364a4b8800041a92e439874b9aa8
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|persuasion_static_ai_safety_researcher,544,544,01b35ca026da419c2fc12bb2570e64f81ba0364a4b8800041a92e439874b9aa8
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|persuasion_adaptive_no_cue,374,374,06c964dec91320cb90b8995d3e7889374a283142cde747ee560098200ce6ce64
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,paraphrase_heavy|persuasion_adaptive_ai_safety_researcher,374,374,06c964dec91320cb90b8995d3e7889374a283142cde747ee560098200ce6ce64
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_US|persuasion_static_no_cue,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_US|persuasion_static_ai_safety_researcher,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_US|persuasion_adaptive_no_cue,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_US|persuasion_adaptive_ai_safety_researcher,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Russia|persuasion_static_no_cue,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Russia|persuasion_static_ai_safety_researcher,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Russia|persuasion_adaptive_no_cue,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Russia|persuasion_adaptive_ai_safety_researcher,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Ukraine|persuasion_static_no_cue,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Ukraine|persuasion_static_ai_safety_researcher,492,492,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Ukraine|persuasion_adaptive_no_cue,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,deepseek/deepseek-v4-flash,suite_specific,state_swap_Ukraine|persuasion_adaptive_ai_safety_researcher,331,331,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|paraphrase_light,633,610,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|paraphrase_medium,633,610,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|paraphrase_heavy,633,610,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|state_swap_US,488,473,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|state_swap_Russia,488,473,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|state_swap_Ukraine,488,473,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|persuasion_static_no_cue,552,552,292fa0a618efa1fe854035fc7e4e1eea3c9d70ab34ec4547ee5bb1fb14d5139a
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|persuasion_static_ai_safety_researcher,552,552,292fa0a618efa1fe854035fc7e4e1eea3c9d70ab34ec4547ee5bb1fb14d5139a
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|persuasion_adaptive_no_cue,362,362,36c714a26090654008b98c68db6015bdebea755b0daf09a5e442b82ca4bf6bb8
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,summary|persuasion_adaptive_ai_safety_researcher,362,362,36c714a26090654008b98c68db6015bdebea755b0daf09a5e442b82ca4bf6bb8
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|state_swap_US,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|state_swap_Russia,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|state_swap_Ukraine,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|persuasion_static_no_cue,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|persuasion_static_ai_safety_researcher,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|persuasion_adaptive_no_cue,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_light|persuasion_adaptive_ai_safety_researcher,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|state_swap_US,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|state_swap_Russia,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|state_swap_Ukraine,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|persuasion_static_no_cue,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|persuasion_static_ai_safety_researcher,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|persuasion_adaptive_no_cue,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_medium|persuasion_adaptive_ai_safety_researcher,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|state_swap_US,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|state_swap_Russia,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|state_swap_Ukraine,486,470,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|persuasion_static_no_cue,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|persuasion_static_ai_safety_researcher,557,557,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|persuasion_adaptive_no_cue,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,paraphrase_heavy|persuasion_adaptive_ai_safety_researcher,366,366,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_US|persuasion_static_no_cue,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_US|persuasion_static_ai_safety_researcher,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_US|persuasion_adaptive_no_cue,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_US|persuasion_adaptive_ai_safety_researcher,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Russia|persuasion_static_no_cue,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Russia|persuasion_static_ai_safety_researcher,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Russia|persuasion_adaptive_no_cue,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Russia|persuasion_adaptive_ai_safety_researcher,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Ukraine|persuasion_static_no_cue,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Ukraine|persuasion_static_ai_safety_researcher,464,464,feef76500a12e3804128d4c8fbd7237d3048e39893dc1e36714b186479d5502f
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Ukraine|persuasion_adaptive_no_cue,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-235b-a22b,suite_specific,state_swap_Ukraine|persuasion_adaptive_ai_safety_researcher,304,304,4694143193ac6f7addd13a85c64f8b65b94500bce3250672a4c51c9f1b83d957
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|paraphrase_light,666,640,fdd506a363ca7097b0d85bed22912333c1ef959b331f0a9c611f1e64f524abd6
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|paraphrase_medium,666,640,fdd506a363ca7097b0d85bed22912333c1ef959b331f0a9c611f1e64f524abd6
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|paraphrase_heavy,666,640,fdd506a363ca7097b0d85bed22912333c1ef959b331f0a9c611f1e64f524abd6
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|state_swap_US,516,497,9b31d4469555087223685e3ec1ee7a37df8d54a122edcd8361300900cc5596d7
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|state_swap_Russia,516,497,9b31d4469555087223685e3ec1ee7a37df8d54a122edcd8361300900cc5596d7
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|state_swap_Ukraine,516,497,9b31d4469555087223685e3ec1ee7a37df8d54a122edcd8361300900cc5596d7
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|persuasion_static_no_cue,571,571,959a3737cef5767aa9f93827a3c9be3c84e492e1416286a71f8985f1f0b072c7
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|persuasion_static_ai_safety_researcher,571,571,959a3737cef5767aa9f93827a3c9be3c84e492e1416286a71f8985f1f0b072c7
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|persuasion_adaptive_no_cue,383,383,4830c5321840d155a58679df2f7e7c36afe10ebe94e10ba61b53d934e784377b
cross_perturbation,qwen/qwen3-32b,suite_specific,summary|persuasion_adaptive_ai_safety_researcher,383,383,4830c5321840d155a58679df2f7e7c36afe10ebe94e10ba61b53d934e784377b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|state_swap_US,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|state_swap_Russia,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|state_swap_Ukraine,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|persuasion_static_no_cue,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|persuasion_static_ai_safety_researcher,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|persuasion_adaptive_no_cue,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_light|persuasion_adaptive_ai_safety_researcher,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|state_swap_US,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|state_swap_Russia,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|state_swap_Ukraine,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|persuasion_static_no_cue,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|persuasion_static_ai_safety_researcher,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|persuasion_adaptive_no_cue,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_medium|persuasion_adaptive_ai_safety_researcher,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|state_swap_US,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|state_swap_Russia,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|state_swap_Ukraine,526,506,15b39c628a99f83f55e96b8b9adc409dd971ee92d24e5755deb1633649435d9b
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|persuasion_static_no_cue,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|persuasion_static_ai_safety_researcher,573,573,1cace62741e4480380184cd7d89cea0df6aa3a98b996ae17d41987fa96d09465
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|persuasion_adaptive_no_cue,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,paraphrase_heavy|persuasion_adaptive_ai_safety_researcher,385,385,622bd6c1c9b11cc938aacf3d52c118063f39f50bb3ed41a4e75670921b63fdda
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_US|persuasion_static_no_cue,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_US|persuasion_static_ai_safety_researcher,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_US|persuasion_adaptive_no_cue,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_US|persuasion_adaptive_ai_safety_researcher,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Russia|persuasion_static_no_cue,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Russia|persuasion_static_ai_safety_researcher,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Russia|persuasion_adaptive_no_cue,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Russia|persuasion_adaptive_ai_safety_researcher,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Ukraine|persuasion_static_no_cue,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Ukraine|persuasion_static_ai_safety_researcher,478,478,4a6ea4e9c761ba8ecd894b95a375349cec8db4cfe10736c3395b404bc6a083cf
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Ukraine|persuasion_adaptive_no_cue,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
cross_perturbation,qwen/qwen3-32b,suite_specific,state_swap_Ukraine|persuasion_adaptive_ai_safety_researcher,318,318,a8d4214162549c555ff995a459eadf5d9819064d437cf738eed15cbafea0e0e0
