swap_group_id,item_id,arm,article,respondent,violation_label,avg_rating,prediction,is_accurate,num_abstentions,num_samples,sample_ratings
001-245690||6,001-245690,control_original,6,ARMENIA,violation,2.0,violation,True,0,5,"[1, 2, 1, 5, 1]"
001-245690||6,001-245690,control_neutral,6,NEUTRAL,violation,1.8,violation,True,1,5,"[3, 2, 1, 2, 1]"
001-245690||6,001-245690,probe_ukraine,6,UKRAINE,violation,3.0,abstention,False,0,5,"[4, 4, 1, 2, 4]"
001-245690||6,001-245690,probe_russia,6,RUSSIA,violation,2.4,violation,True,1,5,"[2, 4, 2, 3, 1]"
001-205166||6,001-205166,control_original,6,SAN MARINO,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-205166||6,001-205166,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-205166||6,001-205166,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-205166||6,001-205166,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-250035||3,001-250035,control_original,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-250035||3,001-250035,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-250035||3,001-250035,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118388||P1-1,001-118388,control_original,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118388||P1-1,001-118388,control_neutral,P1-1,NEUTRAL,violation,1.2,violation,True,0,5,"[1, 1, 2, 1, 1]"
001-118388||P1-1,001-118388,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155102||6,001-155102,control_original,6,SLOVAKIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 1, 2]"
001-155102||6,001-155102,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155102||6,001-155102,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155102||6,001-155102,probe_russia,6,RUSSIA,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-155082||6,001-155082,control_original,6,BELGIUM,no_violation,1.4,violation,False,1,5,"[1, 1, 3, 1, 1]"
001-155082||6,001-155082,control_neutral,6,NEUTRAL,no_violation,1.2,violation,False,0,5,"[1, 2, 1, 1, 1]"
001-155082||6,001-155082,probe_ukraine,6,UKRAINE,no_violation,1.4,violation,False,1,5,"[1, 1, 1, 1, 3]"
001-155082||6,001-155082,probe_russia,6,RUSSIA,no_violation,1.2,violation,False,0,5,"[1, 1, 1, 1, 2]"
001-113328||2,001-113328,control_original,2,ALBANIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-113328||2,001-113328,control_neutral,2,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-113328||2,001-113328,probe_ukraine,2,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-113328||2,001-113328,probe_russia,2,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-127399||3,001-127399,control_original,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-127399||3,001-127399,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-127399||3,001-127399,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-223027||8,001-223027,control_original,8,FRANCE,no_violation,3.4,no_violation,True,3,5,"[3, 4, 3, 4, 3]"
001-223027||8,001-223027,control_neutral,8,NEUTRAL,no_violation,3.0,abstention,False,3,5,"[3, 3, 2, 3, 4]"
001-223027||8,001-223027,probe_ukraine,8,UKRAINE,no_violation,3.4,no_violation,True,1,5,"[4, 4, 3, 4, 2]"
001-223027||8,001-223027,probe_russia,8,RUSSIA,no_violation,3.0,abstention,False,2,5,"[4, 3, 1, 4, 3]"
001-159915||6,001-159915,control_original,6,HUNGARY,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-159915||6,001-159915,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-159915||6,001-159915,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-159915||6,001-159915,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-172459||3,001-172459,control_original,3,CYPRUS,violation,1.2,violation,True,0,5,"[1, 1, 1, 2, 1]"
001-172459||3,001-172459,control_neutral,3,NEUTRAL,violation,1.8,violation,True,0,5,"[4, 2, 1, 1, 1]"
001-172459||3,001-172459,probe_ukraine,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-172459||3,001-172459,probe_russia,3,RUSSIA,violation,2.4,violation,True,0,5,"[1, 5, 1, 1, 4]"
001-196421||P1-1,001-196421,control_original,P1-1,SAN MARINO,no_violation,3.8,no_violation,True,1,5,"[5, 2, 5, 3, 4]"
001-196421||P1-1,001-196421,control_neutral,P1-1,NEUTRAL,no_violation,4.0,no_violation,True,0,5,"[4, 1, 5, 5, 5]"
001-196421||P1-1,001-196421,probe_ukraine,P1-1,UKRAINE,no_violation,3.0,abstention,False,1,5,"[4, 2, 2, 4, 3]"
001-196421||P1-1,001-196421,probe_russia,P1-1,RUSSIA,no_violation,3.0,abstention,False,0,5,"[2, 4, 2, 5, 2]"
001-234522||2,001-234522,control_original,2,GEORGIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-234522||2,001-234522,control_neutral,2,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-234522||2,001-234522,probe_ukraine,2,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-234522||2,001-234522,probe_russia,2,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-119968||14,001-119968,control_original,14,MOLDOVA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-119968||14,001-119968,control_neutral,14,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-119968||14,001-119968,probe_ukraine,14,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-119968||14,001-119968,probe_russia,14,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-142185||6,001-142185,control_original,6,ALBANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-142185||6,001-142185,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-142185||6,001-142185,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-142185||6,001-142185,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-189589||6,001-189589,control_original,6,ARMENIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-189589||6,001-189589,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-189589||6,001-189589,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-189589||6,001-189589,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-228155||41,001-228155,control_original,41,ITALY,violation,3.0,abstention,False,1,5,"[5, 3, 5, 1, 1]"
001-228155||41,001-228155,control_neutral,41,NEUTRAL,violation,2.8,violation,True,0,5,"[1, 5, 2, 1, 5]"
001-228155||41,001-228155,probe_ukraine,41,UKRAINE,violation,1.8,violation,True,0,5,"[5, 1, 1, 1, 1]"
001-228155||41,001-228155,probe_russia,41,RUSSIA,violation,2.0,violation,True,0,5,"[1, 1, 2, 1, 5]"
001-250036||5,001-250036,control_original,5,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-250036||5,001-250036,control_neutral,5,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-250036||5,001-250036,probe_russia,5,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219506||5,001-219506,control_original,5,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219506||5,001-219506,control_neutral,5,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219506||5,001-219506,probe_russia,5,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-230281||6,001-230281,control_original,6,ITALY,violation,2.6,violation,True,1,5,"[2, 5, 3, 2, 1]"
001-230281||6,001-230281,control_neutral,6,NEUTRAL,violation,2.4,violation,True,1,5,"[2, 4, 1, 2, 3]"
001-230281||6,001-230281,probe_ukraine,6,UKRAINE,violation,1.8,violation,True,0,5,"[1, 2, 2, 2, 2]"
001-230281||6,001-230281,probe_russia,6,RUSSIA,violation,2.4,violation,True,2,5,"[3, 3, 2, 2, 2]"
001-178921||3,001-178921,control_original,3,FRANCE,violation,3.6,no_violation,False,0,5,"[4, 5, 4, 4, 1]"
001-178921||3,001-178921,control_neutral,3,NEUTRAL,violation,2.0,violation,True,0,5,"[2, 2, 2, 2, 2]"
001-178921||3,001-178921,probe_ukraine,3,UKRAINE,violation,2.4,violation,True,2,5,"[3, 2, 2, 3, 2]"
001-178921||3,001-178921,probe_russia,3,RUSSIA,violation,2.4,violation,True,0,5,"[2, 2, 4, 2, 2]"
001-113432||3,001-113432,control_original,3,LATVIA,no_violation,4.2,no_violation,True,1,5,"[4, 5, 4, 5, 3]"
001-113432||3,001-113432,control_neutral,3,NEUTRAL,no_violation,3.6,no_violation,True,2,5,"[4, 3, 3, 4, 4]"
001-113432||3,001-113432,probe_ukraine,3,UKRAINE,no_violation,4.6,no_violation,True,0,5,"[5, 5, 4, 5, 4]"
001-113432||3,001-113432,probe_russia,3,RUSSIA,no_violation,4.6,no_violation,True,0,5,"[5, 5, 5, 4, 4]"
001-237808||P1-1,001-237808,control_original,P1-1,CZECH REPUBLIC,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-237808||P1-1,001-237808,control_neutral,P1-1,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-237808||P1-1,001-237808,probe_ukraine,P1-1,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-237808||P1-1,001-237808,probe_russia,P1-1,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-145779||13,001-145779,control_original,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145779||13,001-145779,control_neutral,13,NEUTRAL,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-145779||13,001-145779,probe_russia,13,RUSSIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 2, 1]"
001-165951||3,001-165951,control_original,3,ESTONIA,violation,1.6,violation,True,0,5,"[2, 1, 2, 2, 1]"
001-165951||3,001-165951,control_neutral,3,NEUTRAL,violation,1.4,violation,True,0,5,"[1, 1, 2, 1, 2]"
001-165951||3,001-165951,probe_ukraine,3,UKRAINE,violation,1.6,violation,True,0,5,"[1, 2, 2, 1, 2]"
001-165951||3,001-165951,probe_russia,3,RUSSIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 1, 2]"
001-205538||3,001-205538,control_original,3,AZERBAIJAN,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-205538||3,001-205538,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-205538||3,001-205538,probe_ukraine,3,UKRAINE,violation,1.2,violation,True,0,5,"[2, 1, 1, 1, 1]"
001-205538||3,001-205538,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145581||6,001-145581,control_original,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145581||6,001-145581,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145581||6,001-145581,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-229726||11,001-229726,control_original,11,GERMANY,no_violation,4.2,no_violation,True,0,5,"[4, 4, 4, 4, 5]"
001-229726||11,001-229726,control_neutral,11,NEUTRAL,no_violation,4.2,no_violation,True,1,5,"[5, 4, 4, 5, 3]"
001-229726||11,001-229726,probe_ukraine,11,UKRAINE,no_violation,4.6,no_violation,True,0,5,"[5, 4, 4, 5, 5]"
001-229726||11,001-229726,probe_russia,11,RUSSIA,no_violation,4.2,no_violation,True,0,5,"[5, 4, 4, 4, 4]"
001-152597||2,001-152597,control_original,2,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-152597||2,001-152597,control_neutral,2,NEUTRAL,no_violation,4.8,no_violation,True,0,5,"[5, 5, 4, 5, 5]"
001-152597||2,001-152597,probe_russia,2,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-220013||14,001-220013,control_original,14,SWEDEN,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-220013||14,001-220013,control_neutral,14,NEUTRAL,no_violation,4.8,no_violation,True,0,5,"[5, 5, 5, 4, 5]"
001-220013||14,001-220013,probe_ukraine,14,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-220013||14,001-220013,probe_russia,14,RUSSIA,no_violation,4.8,no_violation,True,0,5,"[4, 5, 5, 5, 5]"
001-155357||6,001-155357,control_original,6,ROMANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155357||6,001-155357,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155357||6,001-155357,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-155357||6,001-155357,probe_russia,6,RUSSIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 1, 2]"
001-219293||13,001-219293,control_original,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219293||13,001-219293,control_neutral,13,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219293||13,001-219293,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-183546||3,001-183546,control_original,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-183546||3,001-183546,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-183546||3,001-183546,probe_ukraine,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-249587||2,001-249587,control_original,2,UKRAINE,violation,3.2,no_violation,False,3,5,"[3, 5, 2, 3, 3]"
001-249587||2,001-249587,control_neutral,2,NEUTRAL,violation,3.6,no_violation,False,2,5,"[4, 4, 3, 3, 4]"
001-249587||2,001-249587,probe_russia,2,RUSSIA,violation,3.2,no_violation,False,3,5,"[5, 3, 3, 3, 2]"
001-207848||P1-1,001-207848,control_original,P1-1,BOSNIA AND HERZEGOVINA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207848||P1-1,001-207848,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207848||P1-1,001-207848,probe_ukraine,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207848||P1-1,001-207848,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-242768||6,001-242768,control_original,6,FRANCE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-242768||6,001-242768,control_neutral,6,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-242768||6,001-242768,probe_ukraine,6,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-242768||6,001-242768,probe_russia,6,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-225807||34,001-225807,control_original,34,AZERBAIJAN,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-225807||34,001-225807,control_neutral,34,NEUTRAL,no_violation,4.2,no_violation,True,0,5,"[5, 5, 5, 5, 1]"
001-225807||34,001-225807,probe_ukraine,34,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-225807||34,001-225807,probe_russia,34,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-206266||11,001-206266,control_original,11,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-206266||11,001-206266,control_neutral,11,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-206266||11,001-206266,probe_ukraine,11,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-237960||P1-1,001-237960,control_original,P1-1,ITALY,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-237960||P1-1,001-237960,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-237960||P1-1,001-237960,probe_ukraine,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-237960||P1-1,001-237960,probe_russia,P1-1,RUSSIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 1, 2]"
001-142519||P1-1,001-142519,control_original,P1-1,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-142519||P1-1,001-142519,control_neutral,P1-1,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-142519||P1-1,001-142519,probe_ukraine,P1-1,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-216686||6,001-216686,control_original,6,GEORGIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-216686||6,001-216686,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-216686||6,001-216686,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-216686||6,001-216686,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-115864||8,001-115864,control_original,8,FINLAND,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-115864||8,001-115864,control_neutral,8,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-115864||8,001-115864,probe_ukraine,8,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-115864||8,001-115864,probe_russia,8,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-246024||P1-1,001-246024,control_original,P1-1,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[5, 5, 4, 5, 5]"
001-246024||P1-1,001-246024,control_neutral,P1-1,NEUTRAL,no_violation,4.6,no_violation,True,0,5,"[4, 5, 4, 5, 5]"
001-246024||P1-1,001-246024,probe_russia,P1-1,RUSSIA,no_violation,4.8,no_violation,True,0,5,"[5, 5, 5, 5, 4]"
001-174404||10,001-174404,control_original,10,ICELAND,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-174404||10,001-174404,control_neutral,10,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-174404||10,001-174404,probe_ukraine,10,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[5, 5, 4, 5, 5]"
001-174404||10,001-174404,probe_russia,10,RUSSIA,no_violation,4.8,no_violation,True,0,5,"[4, 5, 5, 5, 5]"
001-238270||8,001-238270,control_original,8,GREECE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-238270||8,001-238270,control_neutral,8,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-238270||8,001-238270,probe_ukraine,8,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-238270||8,001-238270,probe_russia,8,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-176964||6,001-176964,control_original,6,AUSTRIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-176964||6,001-176964,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-176964||6,001-176964,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-176964||6,001-176964,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-172656||3,001-172656,control_original,3,LITHUANIA,violation,4.4,no_violation,False,0,5,"[5, 5, 2, 5, 5]"
001-172656||3,001-172656,control_neutral,3,NEUTRAL,violation,4.8,no_violation,False,0,5,"[5, 5, 5, 4, 5]"
001-172656||3,001-172656,probe_ukraine,3,UKRAINE,violation,4.4,no_violation,False,0,5,"[2, 5, 5, 5, 5]"
001-172656||3,001-172656,probe_russia,3,RUSSIA,violation,4.6,no_violation,False,1,5,"[5, 3, 5, 5, 5]"
001-193083||6,001-193083,control_original,6,IRELAND,no_violation,2.6,violation,False,0,5,"[2, 4, 4, 1, 2]"
001-193083||6,001-193083,control_neutral,6,NEUTRAL,no_violation,2.8,violation,False,0,5,"[2, 4, 2, 1, 5]"
001-193083||6,001-193083,probe_ukraine,6,UKRAINE,no_violation,1.6,violation,False,0,5,"[1, 4, 1, 1, 1]"
001-193083||6,001-193083,probe_russia,6,RUSSIA,no_violation,2.8,violation,False,1,5,"[4, 1, 4, 3, 2]"
001-245279||P1-1,001-245279,control_original,P1-1,SPAIN,violation,1.2,violation,True,0,5,"[1, 1, 2, 1, 1]"
001-245279||P1-1,001-245279,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-245279||P1-1,001-245279,probe_ukraine,P1-1,UKRAINE,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-245279||P1-1,001-245279,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-190020||34,001-190020,control_original,34,UKRAINE,no_violation,1.0,violation,False,0,5,"[1, 1, 1, 1, 1]"
001-190020||34,001-190020,control_neutral,34,NEUTRAL,no_violation,1.2,violation,False,0,5,"[1, 1, 1, 1, 2]"
001-190020||34,001-190020,probe_russia,34,RUSSIA,no_violation,1.0,violation,False,0,5,"[1, 1, 1, 1, 1]"
001-225318||6,001-225318,control_original,6,ALBANIA,violation,1.6,violation,True,1,5,"[1, 1, 2, 3, 1]"
001-225318||6,001-225318,control_neutral,6,NEUTRAL,violation,2.0,violation,True,0,5,"[2, 2, 2, 2, 2]"
001-225318||6,001-225318,probe_ukraine,6,UKRAINE,violation,1.6,violation,True,0,5,"[1, 2, 2, 2, 1]"
001-225318||6,001-225318,probe_russia,6,RUSSIA,violation,2.0,violation,True,1,5,"[2, 3, 2, 2, 1]"
001-242534||6,001-242534,control_original,6,AUSTRIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-242534||6,001-242534,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-242534||6,001-242534,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-242534||6,001-242534,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-138558||13,001-138558,control_original,13,ROMANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-138558||13,001-138558,control_neutral,13,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-138558||13,001-138558,probe_ukraine,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-138558||13,001-138558,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-159880||6,001-159880,control_original,6,SERBIA,violation,1.4,violation,True,0,5,"[1, 1, 1, 2, 2]"
001-159880||6,001-159880,control_neutral,6,NEUTRAL,violation,1.2,violation,True,0,5,"[2, 1, 1, 1, 1]"
001-159880||6,001-159880,probe_ukraine,6,UKRAINE,violation,2.8,violation,True,0,5,"[5, 1, 2, 2, 4]"
001-159880||6,001-159880,probe_russia,6,RUSSIA,violation,2.0,violation,True,0,5,"[1, 2, 1, 4, 2]"
001-245460||13,001-245460,control_original,13,GREECE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-245460||13,001-245460,control_neutral,13,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-245460||13,001-245460,probe_ukraine,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-245460||13,001-245460,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-141933||13,001-141933,control_original,13,ALBANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-141933||13,001-141933,control_neutral,13,NEUTRAL,violation,1.8,violation,True,0,5,"[1, 1, 1, 5, 1]"
001-141933||13,001-141933,probe_ukraine,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-141933||13,001-141933,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-220887||6,001-220887,control_original,6,SPAIN,no_violation,4.8,no_violation,True,0,5,"[5, 5, 5, 5, 4]"
001-220887||6,001-220887,control_neutral,6,NEUTRAL,no_violation,4.8,no_violation,True,0,5,"[5, 5, 4, 5, 5]"
001-220887||6,001-220887,probe_ukraine,6,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[5, 4, 5, 5, 5]"
001-220887||6,001-220887,probe_russia,6,RUSSIA,no_violation,4.8,no_violation,True,0,5,"[5, 5, 4, 5, 5]"
001-206342||6,001-206342,control_original,6,RUSSIA,violation,1.6,violation,True,0,5,"[2, 1, 1, 2, 2]"
001-206342||6,001-206342,control_neutral,6,NEUTRAL,violation,1.2,violation,True,0,5,"[2, 1, 1, 1, 1]"
001-206342||6,001-206342,probe_ukraine,6,UKRAINE,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-181882||3,001-181882,control_original,3,CYPRUS,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181882||3,001-181882,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181882||3,001-181882,probe_ukraine,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181882||3,001-181882,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
