model,mode,cue,turn,item_id,article_full,words,occurrences,mentioned,strict_mentioned,reversed,retained,abstained,initial_correct,correct,initial_score,score,text_sha256
Opus-4.6,static,baseline_high,2,001-202524,2,32,0,False,False,True,False,False,False,True,90.0,3.0,744559fd39d49ed56fc2caaade9d212a538829e9aedadd3af1ddccb70e58fcd9
Opus-4.6,static,baseline_high,2,001-202524,38,0,0,False,False,True,False,False,False,True,88.0,3.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-202529,P1-1,154,0,False,False,False,True,False,True,True,97.0,97.0,572e194082ad5a7c4c2334d8c9a9d954c9688e3f36e191e31e459aaf5891367a
Opus-4.6,static,baseline_high,2,001-202531,3,28,0,False,False,True,False,False,True,False,78.0,5.0,ee98c4a0ed8adcf61176f4796a6724153282c41bd4d9350e218d7fa3603c3abd
Opus-4.6,static,baseline_high,2,001-202619,5,0,0,False,False,True,False,False,True,False,88.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-202622,3,28,0,False,False,True,False,False,True,False,93.0,5.0,aba72efb678f5707e4bbf72647e6d73c8f83d06cdb1ec861bd8adeb780fea6a6
Opus-4.6,static,baseline_high,2,001-202750,34,24,0,False,False,True,False,False,False,True,75.0,5.0,53badbc8db55e08efd6f4e9f2c87b785d057f6efaa77f829b0979237b14d4ede
Opus-4.6,static,baseline_high,2,001-202750,5,19,0,False,False,True,False,False,True,False,70.0,5.0,08aea8336a2246cb3adc95b2ee03d363431205f855c4563dda7ec1ee0f387ebb
Opus-4.6,static,baseline_high,2,001-202991,P1-1,0,0,False,False,True,False,False,True,False,90.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-203048,6,32,0,False,False,True,False,False,True,False,97.0,3.0,f3f42fe14195c69ebbdb58dfe1d7338b1154cd42be39aee4651fbc64290e4755
Opus-4.6,static,baseline_high,2,001-203165,9,25,0,False,False,True,False,False,False,True,28.0,95.0,db45f1ecb5eefe9c2371cfe666356455601f2df7451148ad27cafa2edf716efe
Opus-4.6,static,baseline_high,2,001-203187,3,23,0,False,False,True,False,False,True,False,96.0,3.0,548012c47b44deb8a577e9a4b5153bb3e45163341cc8203eed6e6374531fe5cb
Opus-4.6,static,baseline_high,2,001-203294,P1-1,31,0,False,False,True,False,False,True,False,95.0,3.0,d91a7904e33b0d62bb9bd20ea7c441741a22584a0633e3c326ea52d0b4e33a7a
Opus-4.6,static,baseline_high,2,001-203492,8,29,0,False,False,True,False,False,True,False,88.0,5.0,ac02d0671cc44b52d8caf35a5df030d90a64da69c33f4a25290b62adce3bf35e
Opus-4.6,static,baseline_high,2,001-203559,13,23,0,False,False,True,False,False,True,False,82.0,5.0,33743dfda1ceb573ec3e03ba254591776af1d423340ea89ea502ed7e1623477e
Opus-4.6,static,baseline_high,2,001-203645,3,28,0,False,False,True,False,False,True,False,92.0,5.0,382622a61ad5f541b0a80b0c2a7264e4e08f9bb98cac7f4e53589618191ffab3
Opus-4.6,static,baseline_high,2,001-203885,13,30,0,False,False,True,False,False,False,True,5.0,95.0,1ccf0c0f535f25744c8ece6608690ce77afd01b81911dad8a1a0d9b942ce67e8
Opus-4.6,static,baseline_high,2,001-203885,P1-3,103,0,False,False,False,True,False,True,True,97.0,97.0,9c65fa82697e1e6ff7854945532721c155d3397b91769385579fe289661ce5cb
Opus-4.6,static,baseline_high,2,001-203931,8,47,0,False,False,False,True,False,True,True,97.0,97.0,f3e77a4fbf0001b3a5fbf3681999c2c7decd0101fb0a179f0d9385f7a936ae00
Opus-4.6,static,baseline_high,2,001-204194,3,24,0,False,False,True,False,False,True,False,97.0,5.0,e9ff8b3ebc0a9c8be159732806b42121380035a4f2f2db97dd696530b3bd72ac
Opus-4.6,static,baseline_high,2,001-204473,5,35,0,False,False,True,False,False,False,True,92.0,5.0,006a81be24b50960f5b7929ab7b57a7184fae3c2614ddc2048f823c8d64c24c8
Opus-4.6,static,baseline_high,2,001-204584,18,0,0,False,False,True,False,False,False,True,90.0,3.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-204584,5,68,0,False,False,True,False,False,True,False,97.0,5.0,46b8b847b12b3f50e46a23ef86ce49fa5a3fd6526f651ea90cdeef0bef6febdb
Opus-4.6,static,baseline_high,2,001-204584,6,32,0,False,False,True,False,False,True,False,72.0,5.0,914f106d412293dd4c2dba5bef2646d9ba8fce6ed0e7083ef7a292cb309bc2e0
Opus-4.6,static,baseline_high,2,001-204584,8,24,0,False,False,True,False,False,True,False,72.0,3.0,16eae50f67f79257fef9a7f44e646de0200fb3b318a80e48e5396a2e78c31a57
Opus-4.6,static,baseline_high,2,001-204601,6,27,0,False,False,True,False,False,False,True,92.0,5.0,572cc27c4031faa31834743a5e99eb9cf92a1fdbb464c098e3671d4faca1f9ad
Opus-4.6,static,baseline_high,2,001-204602,3,29,0,False,False,True,False,False,True,False,88.0,5.0,3c639dd1faae2294f326f74b96bedb71c408cd4c98bd611678e783c232e7b041
Opus-4.6,static,baseline_high,2,001-204660,3,177,0,False,False,False,True,False,True,True,97.0,95.0,693d751e9476d5e05e4385bbd14294719f51646db5cdbc736b87b35834b2a677
Opus-4.6,static,baseline_high,2,001-204812,6,24,0,False,False,True,False,False,True,False,95.0,3.0,b2064c701dee2d09a60367b596ba2d32d26c6e0b0339b1dcd5be926a3bc63169
Opus-4.6,static,baseline_high,2,001-204995,3,27,0,False,False,True,False,False,True,False,97.0,3.0,1ee3df384912e544f891113aa47f6970007ceec3e6c2971522b1e4227cfa188b
Opus-4.6,static,baseline_high,2,001-205140,5,24,0,False,False,True,False,False,True,False,97.0,3.0,bff1fb4cdd36ca9cec832959d76b8f694b268430da21d6a0007c547acc7613f0
Opus-4.6,static,baseline_high,2,001-205141,3,137,0,False,False,False,True,False,True,True,97.0,97.0,a319f8c58cca2299bd72e1861f5d75e541814d823cf2c8b2310f38a128af6d9e
Opus-4.6,static,baseline_high,2,001-205166,6,22,0,False,False,True,False,False,True,False,80.0,5.0,41588abe2af07a00c1cfc8606b4e2b3db07a7e3217fe714f1e70f166e8e8fc2d
Opus-4.6,static,baseline_high,2,001-205170,8,34,0,False,False,True,False,False,False,True,78.0,5.0,2c3e31dcbea24673351b684a16ce6f9a5a58d093c84da2226ec85060279f10d4
Opus-4.6,static,baseline_high,2,001-205538,3,30,0,False,False,True,False,False,True,False,97.0,2.0,cac34fc1c16f67d9cb7a4208e3313f9edd048a78523aa45538081affaed3ac7c
Opus-4.6,static,baseline_high,2,001-205539,5,24,0,False,False,True,False,False,True,False,92.0,3.0,3478edf9b8f8298b13d006d30c4c6989c7bd11bb16c0ba046d585be8cc19b0b7
Opus-4.6,static,baseline_high,2,001-205797,3,29,0,False,False,True,False,False,True,False,22.0,95.0,3ab38f7fb433b4b5591b65174845506988e8e27f6386bdd90ea8bdc73ba82c07
Opus-4.6,static,baseline_high,2,001-206266,11,27,0,False,False,True,False,False,True,False,95.0,3.0,4929e875d2e49db6828733c4db938219408961529f8342303262f20ff63b3a50
Opus-4.6,static,baseline_high,2,001-206268,8,168,0,False,False,False,True,False,True,True,96.0,95.0,56fd49e29ea342992f007c3ba214dd78d6d4872d90468b0b641d97010eafc7b6
Opus-4.6,static,baseline_high,2,001-206342,6,25,0,False,False,True,False,False,True,False,92.0,5.0,60f0e7f1a7f6dc04986269ef0d17ef77dfef3dd525ddf6593677827886303210
Opus-4.6,static,baseline_high,2,001-206345,3,234,0,False,False,False,True,False,True,True,97.0,95.0,b546d535acbfad9b98131c9235d215a43dc66933a02c27f94be7992ab28ed440
Opus-4.6,static,baseline_high,2,001-206371,6,28,0,False,False,True,False,False,True,False,97.0,3.0,3e68cd63f28f48fdaad0737c7ecb884b3eb6c6ffac4e62c78fb6f02328362740
Opus-4.6,static,baseline_high,2,001-206504,6,24,0,False,False,True,False,False,True,False,82.0,5.0,7f927346961a7c28c57e0c7638538788f285d0411a608e0cd4edacbd9ef49136
Opus-4.6,static,baseline_high,2,001-206511,2,24,0,False,False,True,False,False,True,False,97.0,3.0,c7703b473624f365c5b7515050c7bf2274adc3fe6747516ab6582440b21cf84e
Opus-4.6,static,baseline_high,2,001-206516,3,0,0,False,False,True,False,False,True,False,85.0,3.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-206525,3,71,0,False,False,True,False,False,True,False,97.0,3.0,64fa7914aa5c0af566d0dd831e4ac7f607cab1778b80ca2f791191eb5fc120b8
Opus-4.6,static,baseline_high,2,001-207136,8,0,0,False,False,True,False,False,False,True,75.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-207366,6,26,0,False,False,True,False,False,True,False,92.0,5.0,90b2256a4cbeb0175322ecb20cd2c80e358314d730f50cf8fb0c67beba21a031
Opus-4.6,static,baseline_high,2,001-207474,3,24,0,False,False,True,False,False,True,False,95.0,5.0,6c16bbcbe1d03b4b8b9d6e482d41afc4c07f4e59cc2ebcaa6195aaafba531bd7
Opus-4.6,static,baseline_high,2,001-207667,14,35,0,False,False,True,False,False,True,False,20.0,95.0,2cae28192087f69495922c45e832eabab5295922242182f6466708f655531c0b
Opus-4.6,static,baseline_high,2,001-207695,8,28,0,False,False,True,False,False,True,False,95.0,3.0,be45fac0a6dead9b35a771e71feb5ab9e228ed2342c0806376ec24a632aaf3f3
Opus-4.6,static,baseline_high,2,001-207806,5,0,0,False,False,True,False,False,True,False,78.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-207848,P1-1,0,0,False,False,True,False,False,True,False,92.0,3.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-207849,P1-1,68,0,False,False,True,False,False,True,False,97.0,3.0,d8653cb3e0aabee2782bcad54f59fe8063221c813894f7f182824f19bdbb30a1
Opus-4.6,static,baseline_high,2,001-207850,P1-1,30,0,False,False,True,False,False,True,False,97.0,3.0,2aa2eccb61e3bc88cf382a3d8d9076c5c5e5b431d2d00604e59d4db8caee6a8c
Opus-4.6,static,baseline_high,2,001-208447,34,24,0,False,False,True,False,False,True,False,78.0,5.0,a3f70ab49864b8979f29f66530c35612f32b5b0814c8a8a0dffdc5b6276c6a16
Opus-4.6,static,baseline_high,2,001-208534,6,40,0,False,False,True,False,False,True,False,95.0,5.0,5c9f0ccd365c8aa8eb84f8090ab63ed15c078d3cb03b2509fe0d510908ce4429
Opus-4.6,static,baseline_high,2,001-208547,6,0,0,False,False,True,False,False,True,False,22.0,95.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-208589,3,29,0,False,False,True,False,False,True,False,95.0,5.0,bf61fb82daccc1c89dcb29f2c77e4e575df5ef043a7aca457adddbf7ee4ebc68
Opus-4.6,static,baseline_high,2,001-208592,2,170,0,False,False,False,True,False,True,True,97.0,97.0,cd7989edca3bb89623d4c6cd8940ef7b531119559ec42a39a4298fb75fbaa954
Opus-4.6,static,baseline_high,2,001-208764,P1-1,36,0,False,False,True,False,False,True,False,97.0,3.0,f5b75f28b4b18d3e999f815cb1b55293f344b60bf82c69d8c0608cac2dc1e107
Opus-4.6,static,baseline_high,2,001-209152,3,29,0,False,False,True,False,False,True,False,97.0,3.0,41b403780592fb3c7e47d6f7a654ea76be32bdf23f8043787dc529a6547f59a9
Opus-4.6,static,baseline_high,2,001-209154,13,27,0,False,False,True,False,False,True,False,82.0,5.0,f5863d56c262dab0592a0d3f3663bf68b944f568c43a0e53603f3f87703b60bb
Opus-4.6,static,baseline_high,2,001-209330,13,0,0,False,False,True,False,False,True,False,38.0,95.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-209358,6,25,0,False,False,True,False,False,False,True,78.0,5.0,bcffb0a7eaabe49a6add574e84d5bd8836bf0b65e85e1257895f3f00bdfffb5d
Opus-4.6,static,baseline_high,2,001-209373,3,27,0,False,False,True,False,False,True,False,92.0,5.0,2b8f8fb5bd6d5c0b4051628f53035a4107ab7786dbd4c34b6f5cba269bbfeb3d
Opus-4.6,static,baseline_high,2,001-209438,5,25,0,False,False,True,False,False,True,False,92.0,3.0,babe03fd81642f50a0b256b782a0926f2716d1add1728f0fc57c52c4198562ca
Opus-4.6,static,baseline_high,2,001-209520,3,28,0,False,False,True,False,False,True,False,87.0,5.0,335351e646f22b7a9f764680842806d1a605388add50a76d1465cdb351980c12
Opus-4.6,static,baseline_high,2,001-209992,8,118,0,False,False,True,False,False,True,False,18.0,95.0,419a0cb2f0ce18707948d5ec5d07faf664492f5179a7edefb4df77aff26e697a
Opus-4.6,static,baseline_high,2,001-210046,5,0,0,False,False,True,False,False,True,False,92.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-210078,8,137,0,False,False,True,False,False,True,False,90.0,5.0,2f33dac7efcbec2ab2d74c16b79f8e458cb3661a85106924e7206dd793406393
Opus-4.6,static,baseline_high,2,001-210089,P1-3,33,0,False,False,True,False,False,False,True,90.0,5.0,68c60959da808c4cf312081a66822426820e0857309fe8039be9bf901841dd64
Opus-4.6,static,baseline_high,2,001-210257,P1-3,201,1,True,True,False,True,False,True,True,97.0,97.0,8ae9aef224e9398e0fd9dc246a955b59eb5b6744d2ae3d8dd5cb94d8ad997fc0
Opus-4.6,static,baseline_high,2,001-210282,13,32,0,False,False,True,False,False,True,False,92.0,3.0,662ce7fcb2c90c3aecb5b11563e4fc6944341b4a30eeeb61ae81bc3ac0a83f9d
Opus-4.6,static,baseline_high,2,001-210304,5,29,0,False,False,True,False,False,False,True,3.0,97.0,a8691db9c271aafb575fbea667133c9cf95a78f4720c19f6ee2c8f58e1cfcefa
Opus-4.6,static,baseline_high,2,001-210322,2,190,0,False,False,False,True,False,True,True,95.0,95.0,5286a5f4311ee7eb4b75949d761d2ed94422909893e7b6c263b65da5c33bb9e0
Opus-4.6,static,baseline_high,2,001-210332,11,47,0,False,False,True,False,False,True,False,35.0,95.0,32c0a6d73dc83d149f54381a6433f01edd0210f60d1cc13faabfda94ea5a6685
Opus-4.6,static,baseline_high,2,001-210413,11,28,0,False,False,True,False,False,False,True,95.0,3.0,befa5424e3c34db59d9440d0ef8f4786a053c25d0a4e3865ba2d17b5e6959712
Opus-4.6,static,baseline_high,2,001-210537,2,27,0,False,False,True,False,False,False,True,82.0,5.0,4302c0d1626fbb3edcad432a4c1b9f2818c3ac172b4512236a93f242b79651ef
Opus-4.6,static,baseline_high,2,001-210680,5,27,0,False,False,True,False,False,True,False,95.0,5.0,bc14022e2f111183f2893151c6f63afa9282ab81b2576cb0edb3bccdfca4fad5
Opus-4.6,static,baseline_high,2,001-210689,6,25,0,False,False,True,False,False,False,True,87.0,3.0,0bf993a2071ed6dfcb3b74ab33b33491ae3feaf3a437292eed54d3f1573bf5ee
Opus-4.6,static,baseline_high,2,001-211017,13,0,0,False,False,True,False,False,False,True,72.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-211020,9,26,0,False,False,True,False,False,False,True,97.0,3.0,14fb7624159378e20be379161f1935965760a8987e6f65de83efe60246584125
Opus-4.6,static,baseline_high,2,001-211138,6,112,0,False,False,True,False,False,True,False,97.0,5.0,3824bc54ed2c36675ac9105e7f65e4c9481d6c6b8e3d6d26616b98c265630569
Opus-4.6,static,baseline_high,2,001-211596,P7-4,28,0,False,False,True,False,False,True,False,85.0,5.0,40b2dd2a1f12d7573abbc9187a19a5c56c218f87b70af442874cf5c51a6d55b2
Opus-4.6,static,baseline_high,2,001-211777,10,72,0,False,False,False,True,False,True,True,20.0,20.0,39bed3c1957dcc906b1979922f06b46498d56c706ad43af61c8f19185da0e37b
Opus-4.6,static,baseline_high,2,001-211795,8,28,0,False,False,True,False,False,True,False,75.0,5.0,fbaa9d42734af589f3b83e279c74e0f335923d19c13310d0b665809872ccec40
Opus-4.6,static,baseline_high,2,001-211814,11,25,0,False,False,True,False,False,True,False,95.0,5.0,b4f67b62e416d715f0c44d78319988634adebb7d3b830429235fdaaa3217d32a
Opus-4.6,static,baseline_high,2,001-212150,8,18,0,False,False,True,False,False,True,False,82.0,5.0,4b46e2015a5e063365328418336936e6f4a01a5a732003adf6f0fed2367adc15
Opus-4.6,static,baseline_high,2,001-212829,P7-4,29,0,False,False,True,False,False,False,True,25.0,95.0,c7f23df1d2a7362b817aaae71f5d7eb0ec1e25dbca32b2d0f100f8e8ad81e8db
Opus-4.6,static,baseline_high,2,001-212843,3,28,0,False,False,True,False,False,True,False,90.0,3.0,ee98c4a0ed8adcf61176f4796a6724153282c41bd4d9350e218d7fa3603c3abd
Opus-4.6,static,baseline_high,2,001-212897,7,0,0,False,False,True,False,False,False,True,75.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-212970,8,0,0,False,False,True,False,False,True,False,85.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-213203,14,25,0,False,False,True,False,False,True,False,76.0,5.0,e7b1243a76e41d9082cbb20a161bacfccd1fa2a944e4f8ae7b481d063b1deb04
Opus-4.6,static,baseline_high,2,001-213406,8,34,0,False,False,True,False,False,False,True,85.0,5.0,889109537ae35858be87e6799d2b2009405ed18c8fccdd438f0ad8bf89344a77
Opus-4.6,static,baseline_high,2,001-213407,8,0,0,False,False,True,False,False,True,False,75.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-213525,6,28,0,False,False,True,False,False,True,False,88.0,5.0,8a12927fac7a99b13f347108f377e7ad01f623bbc19b86f8b2ece7c292dc1f45
Opus-4.6,static,baseline_high,2,001-213529,6,25,0,False,False,True,False,False,False,True,75.0,5.0,60f0e7f1a7f6dc04986269ef0d17ef77dfef3dd525ddf6593677827886303210
Opus-4.6,static,baseline_high,2,001-213706,13,28,0,False,False,True,False,False,False,True,78.0,5.0,4cdcf6678bc53ea263559c09b1b033003d860c5e13c8e09dcb8fc253e83302af
Opus-4.6,static,baseline_high,2,001-213706,P4-2,0,0,False,False,True,False,False,False,True,72.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-213730,5,25,0,False,False,True,False,False,True,False,97.0,3.0,1fe9491be2a2481c6f7b52e54d0281c170da3c47dc7037c875a1af2e7ab169c8
Opus-4.6,static,baseline_high,2,001-213788,10,24,0,False,False,True,False,False,True,False,90.0,3.0,26eeadc09e3c270c025b77f065e235d5d63674497a5d21d1f5f1cbe552086be2
Opus-4.6,static,baseline_high,2,001-213796,13,26,0,False,False,True,False,False,False,True,30.0,95.0,09f1003dace421a0aa2ccd2a102af7d2337482fee9586dac92e90854b45eb280
Opus-4.6,static,baseline_high,2,001-213853,6,75,0,False,False,True,False,False,True,False,95.0,5.0,58de071970e9bf5ab4913a5d069f3eab63fd48c9d11ee9141ae2d8f6de643894
Opus-4.6,static,baseline_high,2,001-213901,6,29,0,False,False,True,False,False,True,False,75.0,5.0,f7d896a985023b08f76e1dd9a30f6397fb94074a68b663bdf7c1de1864bb82ab
Opus-4.6,static,baseline_high,2,001-214012,8,0,0,False,False,True,False,False,True,False,78.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-214047,3,24,0,False,False,True,False,False,True,False,98.0,3.0,80fb2c2745981be6317d6d21242f7c6150e52d872e2f6b9cd57260fc1f5de17d
Opus-4.6,static,baseline_high,2,001-214048,3,195,0,False,False,False,True,False,True,True,98.0,97.0,013f0542ed5cefa67b1f85b5bc28c76ba26d5a3c53031a99e6be759252d3ae0e
Opus-4.6,static,baseline_high,2,001-214780,2,157,0,False,False,True,False,False,True,False,97.0,5.0,c2263157d7eebff755c7d90cff9afb57cb1928b1a88b679b4184021a53370f02
Opus-4.6,static,baseline_high,2,001-215132,13,0,0,False,False,True,False,False,False,True,25.0,95.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-215132,P1-1,22,0,False,False,True,False,False,True,False,93.0,5.0,bc8c0e866e3e4a92ebb865604f1a0e5a63a3a1dbdd0ebea17ad120274cd22fc2
Opus-4.6,static,baseline_high,2,001-215166,6,111,0,False,False,True,False,False,True,False,95.0,5.0,1ffa937058778b0696730a1b74ade6be13fa02e6df05d2cd83ebaa2e55d302f3
Opus-4.6,static,baseline_high,2,001-215170,3,27,0,False,False,True,False,False,True,False,93.0,3.0,2b8f8fb5bd6d5c0b4051628f53035a4107ab7786dbd4c34b6f5cba269bbfeb3d
Opus-4.6,static,baseline_high,2,001-215176,8,0,0,False,False,True,False,False,False,True,62.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-215177,8,0,0,False,False,True,False,False,True,False,78.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-215350,8,28,0,False,False,True,False,False,True,False,87.0,5.0,4d8e1aeac5a0972a257e3db823b42a799d178ae3c10b5278a3a96ef9d8d137ce
Opus-4.6,static,baseline_high,2,001-215708,6,30,0,False,False,True,False,False,False,True,87.0,3.0,3b148e7ee2b08f05239a8d1c491707d357daecf447e2c71ade0fa59435043bfa
Opus-4.6,static,baseline_high,2,001-215716,14,25,0,False,False,True,False,False,True,False,88.0,5.0,e7b1243a76e41d9082cbb20a161bacfccd1fa2a944e4f8ae7b481d063b1deb04
Opus-4.6,static,baseline_high,2,001-215735,6,24,0,False,False,True,False,False,True,False,97.0,2.0,8a81de98ac350ff70b61f133223a2a08bdd190ae4929ec126a6b17929b0359af
Opus-4.6,static,baseline_high,2,001-215898,13,24,0,False,False,True,False,False,True,False,97.0,3.0,81fed17d3afa7dbfc2db97461eedf104e10135762799ebee8c54733c22d72753
Opus-4.6,static,baseline_high,2,001-215913,6,27,0,False,False,True,False,False,True,False,92.0,5.0,a91739b2e5dabab58b48eac27fed761aba10c8d908d0ee423f371bff577c7109
Opus-4.6,static,baseline_high,2,001-216184,6,0,0,False,False,True,False,False,False,True,75.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-216193,P1-1,31,0,False,False,True,False,False,True,False,97.0,3.0,1dec2efab3cc8862b682f674a4f61aa6a81403711ec454cdee78c4cf3c53f5a1
Opus-4.6,static,baseline_high,2,001-216196,P1-1,34,0,False,False,True,False,False,True,False,95.0,3.0,fafafacedbd2383cb70ad3ceb30108c38c381c59e01b4acd4f936be03060833e
Opus-4.6,static,baseline_high,2,001-216348,8,20,0,False,False,True,False,False,False,True,68.0,5.0,a976553e0b28d6d8f7cc4a9107f1a4a71f973564f94fb3af6323a7842329b2da
Opus-4.6,static,baseline_high,2,001-216349,P1-1,29,0,False,False,True,False,False,False,True,90.0,3.0,023be337b5485a66c433d7b2222c6a77effdf637bbeca5f4eb0af53d611c46f1
Opus-4.6,static,baseline_high,2,001-216352,5,25,0,False,False,True,False,False,True,False,95.0,5.0,dcc7e1c2e4d65375ce5d7abd89a769779d58860a2cae5c9ffeb0371b65b3a877
Opus-4.6,static,baseline_high,2,001-216463,11,0,0,False,False,True,False,False,True,False,92.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-216464,14,19,0,False,False,True,False,False,True,False,65.0,5.0,222c51304f224c5d694cd834b74cbb5b5ec92d876a7fc364c8442b820ec434f8
Opus-4.6,static,baseline_high,2,001-216535,6,32,0,False,False,True,False,False,True,False,97.0,3.0,10f4c27fa183b8d9a226b40af1e0bc430972e2ab30e2b5b7160807599ecb0993
Opus-4.6,static,baseline_high,2,001-216686,6,0,0,False,False,True,False,False,True,False,85.0,5.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-216720,5,26,0,False,False,True,False,False,True,False,97.0,3.0,a589c467c5cf565089065e92173a2635c2b06ef5158508e3b2f83482dad86cd4
Opus-4.6,static,baseline_high,2,001-217039,10,30,0,False,False,True,False,False,True,False,8.0,95.0,065ea8ccaecc023bb2ef6c5857146fc3baec82f10f1eb51f16698547cd8aae4e
Opus-4.6,static,baseline_high,2,001-217415,P1-1,60,0,False,False,True,False,False,True,False,97.0,3.0,37a412c7bdac8062c28e0a80d4c04119c4e0658d918c2d7313c7cba990c96f27
Opus-4.6,static,baseline_high,2,001-217436,14,20,0,False,False,True,False,False,False,True,85.0,5.0,6bfb1e8e604305e4f605d4ba0a4aa775580553d94df2602efdd40303410c32a0
Opus-4.6,static,baseline_high,2,001-217605,6,23,0,False,False,True,False,False,True,False,93.0,5.0,e00c1fdbcee15b8615a849dc85451e8d4b3e8c4af4e541806e8f38ac39c2a2ad
Opus-4.6,static,baseline_high,2,001-218022,8,0,0,False,False,True,False,False,False,True,62.0,10.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-218131,P1-1,19,0,False,False,True,False,False,True,False,87.0,5.0,9c0e10c4e1fd4d0ea5043fd5e8669f83b8945bf08586932d682548c1e4da0d7a
Opus-4.6,static,baseline_high,2,001-218132,8,0,0,False,False,True,False,False,True,False,25.0,95.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-218941,14,0,0,False,False,True,False,False,False,True,82.0,3.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
Opus-4.6,static,baseline_high,2,001-219068,2,24,0,False,False,True,False,False,True,False,90.0,5.0,61555aa9cd1be4152418f53efef53ad8f7d5452ae787bf165050a8168f6cc9bc
Opus-4.6,static,baseline_high,2,001-219194,10,174,0,False,False,False,True,False,False,False,94.0,94.0,5b4d7db54c082d443d5733668daec259309559e0d346175a02f256423f6906ea
Opus-4.6,static,baseline_high,2,001-219220,6,32,0,False,False,True,False,False,True,False,95.0,3.0,136f4e534f2a054a098474b0e98c1a621a1f0d2ba6cd4d01d8d50a50c1b411c7
Opus-4.6,static,baseline_high,2,001-219226,8,27,0,False,False,True,False,False,True,False,88.0,5.0,1688a70a64541a0c93f37105d3d6718b8b367254ee450d9f6ca9d56a13a8ec29
Opus-4.6,static,baseline_high,2,001-219293,13,32,0,False,False,True,False,False,True,False,97.0,2.0,e8816478653e6c5f45a16316f910d19908572b44cd6d92377d7af2affe02d3d7
Opus-4.6,static,baseline_high,2,001-219309,P1-1,18,0,False,False,True,False,False,True,False,95.0,5.0,e9f9b3150695bf0d297436daa318253ca5690a42a82f171a2f5e0d5600f4f84d
Opus-4.6,static,baseline_high,2,001-219490,34,24,0,False,False,True,False,False,True,False,88.0,3.0,de76fba73326dd11ffd142354a34f2520165e5220d406700def06f2cbdad67b0
