case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings
CASE OF MITKUS v. LATVIA,6,no_violation,1.5,False,0,10,"[1, 1, 2, 2, 2, 1, 2, 1, 1, 2]"
"CASE OF ALIŠIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA, CROATIA, SERBIA, SLOVENIA AND ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",13,violation,1.3,True,1,10,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 3]"
CASE OF F.N. AND OTHERS v. SWEDEN,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF USTYANTSEV v. UKRAINE,34,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF HRISTOZOV AND OTHERS v. BULGARIA ,2,no_violation,4.9,True,0,10,"[5, 5, 5, 4, 5, 5, 5, 5, 5, 5]"
CASE OF BAJSULTANOV v. AUSTRIA,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF GAS AND DUBOIS v. FRANCE,14,no_violation,3.8,True,0,10,"[5, 1, 2, 5, 5, 5, 4, 5, 1, 5]"
CASE OF KHONIAKINA v. GEORGIA,P1-1,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF KESKINEN AND VELJEKSET KESKINEN OY v. FINLAND,6,no_violation,1.5,False,0,10,"[1, 2, 1, 4, 1, 1, 1, 1, 2, 1]"
CASE OF X v. FINLAND,8,violation,3.2,False,2,10,"[4, 3, 2, 3, 4, 1, 5, 4, 1, 5]"
CASE OF HARDY AND MAILE v. THE UNITED KINGDOM,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF H. v. FINLAND,8,no_violation,4.7,True,0,10,"[5, 2, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF KAPERZYNSKI v. POLAND,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BALOGUN v. THE UNITED KINGDOM,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF SOLOMAKHIN v. UKRAINE,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ALEKSEJEVA  v. LATVIA,8,no_violation,2.5,False,3,10,"[1, 4, 1, 5, 3, 3, 1, 2, 3, 2]"
CASE OF VIDGEN v. THE NETHERLANDS,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF J.M. v. DENMARK,5,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]"
CASE OF BOUKROUROU AND OTHERS v. FRANCE,2,no_violation,4.3,True,0,10,"[2, 2, 5, 4, 5, 5, 5, 5, 5, 5]"
CASE OF EGILL EINARSSON v. ICELAND,41,violation,4.2,False,0,10,"[2, 4, 4, 4, 5, 5, 4, 5, 4, 5]"
CASE OF MAŽUKNA v. LITHUANIA,3,violation,4.4,False,2,10,"[4, 5, 5, 3, 4, 5, 5, 3, 5, 5]"
CASE OF HAARDE v. ICELAND,6,no_violation,3.6,True,1,10,"[4, 2, 2, 3, 5, 4, 1, 5, 5, 5]"
CASE OF TURAL HAJIBEYLI v. AZERBAIJAN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF THUO v. CYPRUS,3,violation,1.3,True,0,10,"[1, 1, 1, 1, 1, 4, 1, 1, 1, 1]"
CASE OF STRAND LOBBEN AND OTHERS v. NORWAY,8,no_violation,3.2,True,1,10,"[4, 1, 1, 5, 2, 3, 5, 5, 1, 5]"
CASE OF KUC v. SLOVAKIA,5,violation,1.4,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 5]"
CASE OF TRAUSTASON AND OTHERS v. ICELAND,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BRENNAN v. IRELAND,6,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ĐUKOVIĆ v. MONTENEGRO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF X v. SWITZERLAND,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BRAGA v. THE REPUBLIC OF MOLDOVA AND RUSSIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF OZOLS v. LATVIA,6,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 4, 5, 5, 5, 5, 5]"
CASE OF KOLAR v. SLOVENIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AHMED v. THE UNITED KINGDOM,34,no_violation,4.3,True,0,10,"[5, 5, 1, 4, 5, 5, 5, 5, 4, 4]"
CASE OF EZGETA v. CROATIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BOUKROUROU AND OTHERS v. FRANCE,3,violation,4.0,False,0,10,"[2, 5, 5, 5, 4, 2, 5, 4, 4, 4]"
CASE OF M.O. v. SWITZERLAND,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF SVORCAN v. MONTENEGRO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BABAK HASANOV v. AZERBAIJAN,11,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STANDARD VERLAGSGESELLSCHAFT MBH v. AUSTRIA,10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF LEUSKA AND OTHERS v. ESTONIA,6,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
CASE OF KOPRIVNIKAR v. SLOVENIA,41,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VUČINIĆ v. MONTENEGRO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ARNARSON v. ICELAND,10,no_violation,4.7,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 2]"
CASE OF CELA AND OTHERS v. GREECE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GOLDNAGL v. AUSTRIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M v. THE NETHERLANDS,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KRUNOSLAVA ZOVKO v. CROATIA,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VARDANEAN v. THE REPUBLIC OF MOLDOVA AND RUSSIA,34,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FORTUNSKIY v. UKRAINE,34,no_violation,3.1,True,1,10,"[1, 2, 3, 1, 4, 5, 5, 2, 4, 4]"
"CASE OF PETROVIĆ v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF TOLESKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",P1-1,no_violation,4.2,True,0,10,"[4, 2, 5, 5, 5, 1, 5, 5, 5, 5]"
CASE OF ALBERTINA CARVALHO E FILHOS LDA v. PORTUGAL,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAGÁT v. SLOVAKIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF POROWSKI v. POLAND,8,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
CASE OF VILENCHIK v. UKRAINE,8,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4]"
CASE OF ANTOVIĆ AND MIRKOVIĆ v. MONTENEGRO,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MOREIRA FERREIRA v. PORTUGAL (No. 2),6,no_violation,4.5,True,0,10,"[5, 5, 4, 5, 4, 5, 5, 2, 5, 5]"
CASE OF KEMAL COŞKUN v. TURKEY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZDJELAR AND OTHERS v. CROATIA,2,no_violation,4.8,True,0,10,"[4, 5, 5, 5, 5, 5, 5, 4, 5, 5]"
CASE OF MIVES DOO v. SERBIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ILIAS AND AHMED v. HUNGARY,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BAYRAMLI v. AZERBAIJAN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ALKOVIĆ v. MONTENEGRO,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VAN WESENBEECK v. BELGIUM,6,no_violation,4.8,True,1,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 3]"
"CASE OF CENTRE FOR THE DEVELOPMENT OF ANALYTICAL PSYCHOLOGY v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ASATRYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GÜZELYURTLU AND OTHERS v. CYPRUS AND TURKEY,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SALIJA v. SWITZERLAND,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF NIKOLIĆ AND OTHERS v. SERBIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ĻUTOVA v. LATVIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF JÓHANNESSON AND OTHERS v. ICELAND,P7-4,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF EROL v. GERMANY,5,no_violation,4.7,True,0,10,"[5, 5, 5, 2, 5, 5, 5, 5, 5, 5]"
CASE OF TALPIS v. ITALY,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PODESCHI v. SAN MARINO,3,no_violation,1.2,False,1,10,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 1]"
CASE OF PODESCHI v. SAN MARINO,5,no_violation,1.5,False,0,10,"[2, 2, 1, 2, 1, 2, 1, 1, 1, 2]"
CASE OF KRASNIQI v. AUSTRIA,8,no_violation,4.3,True,0,10,"[4, 4, 4, 4, 4, 5, 5, 4, 4, 5]"
CASE OF INDEPENDENT NEWSPAPERS (IRELAND) LIMITED v. IRELAND,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SATAKUNNAN MARKKINAPÖRSSI OY AND SATAMEDIA OY v. FINLAND,10,no_violation,4.6,True,1,10,"[5, 5, 5, 5, 5, 5, 4, 5, 4, 3]"
CASE OF BECKER v. NORWAY,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.L. v. NORWAY,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF STAMOVA v. BULGARIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SOMMER v. GERMANY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TSARTSIDZE AND OTHERS v. GEORGIA,9,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TSYOGE FON MANTEYFEL v. UKRAINE,34,no_violation,3.8,True,0,10,"[5, 5, 5, 5, 5, 1, 1, 5, 5, 1]"
CASE OF MELANDRI v. SAN MARINO,P1-1,no_violation,4.6,True,2,10,"[5, 5, 5, 5, 5, 3, 5, 5, 5, 3]"
CASE OF L.B. v. SLOVAKIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A.I. AND OTHERS v. GREECE,3,violation,1.4,True,1,10,"[1, 1, 1, 3, 1, 1, 1, 2, 2, 1]"
CASE OF SACHARUK v. LITHUANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KASIM ÖZDEMİR AND MEHMET ÖZDEMİR v. TÜRKİYE,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF VLAHOVIĆ v. MONTENEGRO,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VEREIN KLIMASENIORINNEN SCHWEIZ AND OTHERS v. SWITZERLAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF WA BAILE v. SWITZERLAND,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF H.T. v. GERMANY AND GREECE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VOTTA RONZA v. ITALY,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZDJELAR v. CROATIA,6,violation,1.6,True,0,10,"[1, 1, 1, 1, 2, 2, 5, 1, 1, 1]"
CASE OF T.V. v. CROATIA,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TRETYAKOV AND OTHERS v. RUSSIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LYPOVCHENKO AND HALABUDENCO v. THE REPUBLIC OF MOLDOVA AND RUSSIA,34,no_violation,3.8,True,0,10,"[5, 5, 5, 5, 1, 5, 1, 1, 5, 5]"
CASE OF A.D. AND OTHERS v. SWEDEN,3,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5]"
CASE OF COSOVAN v. THE REPUBLIC OF MOLDOVA (No. 2),6,no_violation,4.6,True,0,10,"[5, 5, 5, 5, 1, 5, 5, 5, 5, 5]"
CASE OF PASQUINELLI AND OTHERS v. SAN MARINO,8,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 4, 5, 5, 5, 5, 5]"
CASE OF A.P. v. ARMENIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHYLINA v. UKRAINE,P1-1,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF H.T. v. GERMANY AND GREECE,5,no_violation,1.8,False,0,10,"[2, 5, 1, 2, 2, 1, 2, 1, 1, 1]"
CASE OF DOMENJOUD v. FRANCE,P4-2,no_violation,1.1,False,0,10,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
CASE OF JELLA AND OTHERS v. ALBANIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BERNOTAS v. LITHUANIA,P1-1,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF WINTHER v. DENMARK,8,no_violation,4.7,True,0,10,"[5, 4, 4, 5, 5, 5, 5, 4, 5, 5]"
"CASE OF RYBÁŘSTVÍ TŘEBOŇ A.S. AND RYBÁŘSTVÍ TŘEBOŇ HLD. A.S. v. THE CZECH REPUBLIC

v. THE CZECH REPUBLIC
",P1-1,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF SZUSTAK AND OTHERS v. POLAND,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF THE J. PAUL GETTY TRUST AND OTHERS v. ITALY,P1-1,no_violation,4.4,True,0,10,"[5, 5, 5, 4, 4, 5, 2, 5, 5, 4]"
CASE OF CARRETO RIBEIRO v. PORTUGAL,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SPAHIU AND OTHERS v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MUKHTARLI v. AZERBAIJAN AND GEORGIA,5,no_violation,1.8,False,0,10,"[1, 1, 1, 1, 1, 5, 1, 1, 1, 5]"
CASE OF TAGANOVA AND OTHERS v. GEORGIA AND RUSSIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZAVRIDOU v. CYPRUS,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BAKRADZE v. GEORGIA,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIRZOYAN v. THE CZECH REPUBLIC,8,no_violation,4.1,True,0,10,"[5, 5, 2, 1, 4, 5, 5, 5, 4, 5]"
CASE OF LYPOVCHENKO AND HALABUDENCO v. THE REPUBLIC OF MOLDOVA AND RUSSIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF OGHLISHVILI v. GEORGIA,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DIAS DOS SANTOS FERREIRA DA COSTA CABRAL v. PORTUGAL,10,violation,1.1,True,0,10,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TSYOGE FON MANTEYFEL v. UKRAINE,38,no_violation,4.0,True,1,10,"[2, 5, 5, 5, 5, 4, 1, 5, 5, 3]"
CASE OF TAGANOVA AND OTHERS v. GEORGIA AND RUSSIA,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DIMOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SAAKASHVILI v. GEORGIA,6,no_violation,4.7,True,0,10,"[5, 5, 5, 5, 2, 5, 5, 5, 5, 5]"
CASE OF B.A. v. CYPRUS,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MUKHTARLI v. AZERBAIJAN AND GEORGIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BIELAU v. AUSTRIA,10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF EXECUTIEF VAN DE MOSLIMS VAN BELGIË AND OTHERS v. BELGIUM,9,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF S.F. v. FINLAND,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF M.B. v. THE NETHERLANDS,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOWALIK v. POLAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GIANNAKOPOULOS v. GREECE,8,no_violation,4.5,True,1,10,"[4, 5, 4, 3, 5, 5, 5, 5, 4, 5]"
CASE OF PASQUARIELLO v. ITALY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LEVANOV AND OTHERS v. RUSSIA,6,violation,3.5,False,0,10,"[1, 5, 1, 2, 1, 5, 5, 5, 5, 5]"
CASE OF GUÐMUNDUR GUNNARSSON AND MAGNÚS DAVÍÐ NORÐDAHL v. ICELAND,P1-3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAĻINOVSKIS v. LATVIA,3,violation,1.2,True,1,10,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TSAAVA AND OTHERS v. GEORGIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AL-HABEEB v. DENMARK,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF KOWALSKI v. POLAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SOUROULLAS KAY AND ZANNETTOS v. CYPRUS,6,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5]"
CASE OF W.R. v. THE NETHERLANDS,6,no_violation,2.3,False,0,10,"[1, 2, 1, 4, 1, 1, 1, 2, 5, 5]"
CASE OF RIZZO STRIANO v. ITALY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF RIZZO AND OTHERS v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DAUGAARD SORENSEN v. DENMARK,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZAHARIEV v. NORTH MACEDONIA,6,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]"
CASE OF AGAYEV & ZULFUGARZADEH COMPANY v. AZERBAIJAN,6,violation,1.3,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 4]"
CASE OF J.B. AND OTHERS v. MALTA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAÇI v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAISAIA v. GEORGIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LIVANČIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KORNILOVA v. UKRAINE,3,no_violation,4.9,True,0,10,"[5, 5, 4, 5, 5, 5, 5, 5, 5, 5]"
CASE OF RELIGIOUS COMMUNITY OF JEHOVAH'S WITNESSES AND HANSEN v. AZERBAIJAN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ALEKSANDROV v. UKRAINE,34,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STARISHKO v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KEANEY v. IRELAND,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TRETIAK v. UKRAINE,3,violation,1.5,True,0,10,"[2, 2, 2, 1, 2, 1, 1, 1, 1, 2]"
CASE OF AGGERHOLM v. DENMARK,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GLAVINIĆ AND MARKOVIĆ v. CROATIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BERKMAN v. RUSSIA,11,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PARINOV v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ALBUL AND OTHERS v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.S. v. SLOVAKIA AND UKRAINE,5,violation,1.1,True,0,10,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LEVCHUK v. UKRAINE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YUKHYMOVYCH v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF WALCZAK v. POLAND,8,violation,1.6,True,0,10,"[1, 1, 4, 2, 1, 2, 1, 2, 1, 1]"
CASE OF MUGEMANGANGO v. BELGIUM,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PROJECT-TRADE D.O.O. v. CROATIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STAVROPOULOS AND OTHERS v. GREECE,9,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KLOPCOVS v. LATVIA,6,violation,1.1,True,0,10,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,18,no_violation,4.2,True,0,10,"[5, 1, 1, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ŁABUDEK v. POLAND,5,violation,1.3,True,1,10,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 2]"
CASE OF SIGRÍÐUR ELÍN SIGFÚSDÓTTIR v. ICELAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHEBALDINA v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BAZ v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SMBAT AYVAZYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.A. AND OTHERS v. BULGARIA,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KEANEY v. IRELAND,6,violation,1.8,True,0,10,"[1, 5, 1, 1, 1, 1, 1, 5, 1, 1]"
CASE OF IVASHCHENKO v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PASQUINI v. SAN MARINO (No. 2),6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
